probe_id,GSM114834,GSM114840,GSM114841,GSM114842,GSM114843,GSM114844,GSM114845,GSM114846,GSM114847,GSM114848,GSM114849,GSM114850,GSM114851,GSM114852,GSM114853,GSM114854,GSM114855,gene_symbol,gene_title
219527_at,71.4,54.5,50.1,46.8,49.9,60.3,73.7,46.7,73.1,76.3,70.8,59.1,89.5,48.5,50.9,74.3,43.4,MARC2,mitochondrial amidoxime reducing component 2
219528_s_at,36.4,35.4,40.6,20.1,31.7,19.6,41.9,19.2,27.8,28.6,28.8,26.4,23.5,20.6,17.2,16.1,24.4,BCL11B,B-cell CLL/lymphoma 11B
219529_at,113.8,96.7,24.2,64.1,62.1,51.2,41.0,34.1,1.7,31.4,101.8,60.4,31.3,97.3,36.0,41.0,18.6,CLIC3,chloride intracellular channel 3
219530_at,70.2,57.9,76.7,65.9,37.8,50.3,47.6,37.6,9.6,66.2,62.2,63.5,66.8,64.9,31.2,24.0,17.6,PALB2,partner and localizer of BRCA2
219531_at,4.6,6.1,6.4,6.4,8.5,8.4,6.9,4.5,5.7,7.6,5.9,4.2,5.8,4.9,5.7,6.1,5.6,CEP72,centrosomal protein 72
219532_at,1.7,1.8,13.6,1.3,1.3,1.4,4.9,1.8,0.7,1.6,1.3,1.8,1.2,0.7,1.6,2.3,1.5,ELOVL4,ELOVL fatty acid elongase 4
219533_at,0.9,3.6,3.8,1.7,3.5,3.2,6.5,3.3,4.3,3.3,3.0,1.2,2.7,3.5,2.2,2.3,1.4,CDKN1C,cyclin dependent kinase inhibitor 1C
219534_x_at,75.3,56.5,68.1,105.7,125.6,101.1,35.6,29.1,113.6,133.8,119.3,73.7,129.0,92.0,110.0,76.1,36.8,CDKN1C,cyclin dependent kinase inhibitor 1C
219535_at,20.4,17.0,26.3,19.3,26.5,18.9,45.8,12.6,29.5,29.8,20.0,14.1,17.4,15.1,21.2,22.0,22.1,HUNK,hormonally up-regulated Neu-associated kinase
219536_s_at,3.0,4.4,4.1,4.8,2.8,2.8,6.0,2.5,2.2,3.0,2.9,2.7,4.4,2.8,3.5,2.9,3.0,ZFP64,ZFP64 zinc finger protein
219537_x_at,17.0,24.0,12.3,10.0,13.1,27.6,25.0,20.2,25.3,21.7,8.1,14.6,19.6,5.6,6.3,26.4,20.6,DLL3,delta like canonical Notch ligand 3
219538_at,77.6,121.8,110.3,82.9,81.3,94.0,72.2,49.0,60.9,100.8,78.2,80.3,77.8,89.1,94.4,104.4,77.8,WDR5B,WD repeat domain 5B
219539_at,42.1,47.8,20.5,32.0,10.3,28.5,40.5,7.8,9.6,25.0,21.5,7.9,38.1,18.9,32.3,9.3,8.1,GEMIN6,gem nuclear organelle associated protein 6
219540_at,70.7,76.3,67.8,46.6,85.1,70.0,143.9,142.7,57.8,47.6,53.3,30.9,34.5,46.2,72.5,62.6,99.3,ZNF267,zinc finger protein 267
219541_at,5.6,10.5,6.9,9.8,18.0,26.9,16.8,10.7,13.9,11.1,16.8,6.2,12.1,18.9,8.2,8.4,9.2,LIME1,Lck interacting transmembrane adaptor 1
219542_at,76.7,69.3,89.7,65.3,127.7,112.6,98.5,77.8,80.6,113.8,64.9,57.0,72.7,71.5,75.1,69.7,61.0,NEK11,NIMA related kinase 11
219543_at,41.6,33.1,32.9,32.9,24.2,29.8,15.9,30.3,50.6,47.7,31.6,41.7,40.5,38.0,43.2,47.6,39.5,PBLD,phenazine biosynthesis like protein domain containing
219544_at,35.7,29.9,37.6,34.5,43.9,40.5,30.6,21.9,33.4,29.3,43.7,24.1,36.7,41.2,43.1,39.9,31.7,BORA,"bora, aurora kinase A activator"
219545_at,52.5,47.2,17.5,8.8,13.4,13.5,10.0,6.0,8.2,11.3,54.8,23.3,6.0,40.6,10.4,9.8,8.8,NDUFC2-KCTD14///KCTD14,NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
219546_at,21.5,35.7,30.8,9.2,4.7,3.9,11.5,25.2,6.2,7.7,8.6,10.4,21.4,7.8,5.7,4.0,10.2,BMP2K,BMP2 inducible kinase
219547_at,128.4,168.3,134.3,151.9,107.2,195.1,96.6,114.2,136.2,161.6,133.9,119.4,154.4,150.4,163.1,151.6,90.9,COX15,"COX15, cytochrome c oxidase assembly homolog"
219548_at,44.4,49.5,55.9,41.9,44.3,48.9,37.8,29.9,30.4,56.3,42.9,25.9,47.7,53.3,31.7,40.8,57.0,ZNF16,zinc finger protein 16
219549_s_at,693.4,633.1,374.2,683.0,639.8,523.9,487.7,498.4,779.9,665.6,594.5,691.0,658.5,585.8,804.2,677.2,739.0,RTN3,reticulon 3
219550_at,53.7,51.8,66.7,50.2,94.3,83.1,19.8,42.0,22.4,135.8,57.8,77.8,111.6,153.6,42.3,55.7,17.5,ROBO3,roundabout guidance receptor 3
219551_at,29.4,32.6,14.9,29.3,24.0,27.9,56.4,24.7,40.2,22.8,18.2,21.5,37.1,17.6,32.9,34.5,24.1,EAF2,ELL associated factor 2
219552_at,56.0,60.6,24.4,94.3,30.8,52.9,29.7,36.9,42.3,60.3,81.3,41.4,50.3,60.8,41.1,58.2,35.4,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
219553_at,117.8,100.5,125.5,90.6,86.9,77.3,128.7,85.3,70.9,111.6,76.3,69.4,101.2,84.9,80.2,56.0,55.2,NME7,NME/NM23 family member 7
219554_at,1.2,1.0,8.2,1.6,1.9,4.5,6.3,1.1,1.4,1.5,1.7,1.0,2.5,0.9,0.9,1.8,1.0,RHCG,Rh family C glycoprotein
219555_s_at,4.1,2.2,2.8,2.3,2.6,2.2,15.7,4.7,4.2,2.5,1.7,2.0,2.2,2.2,2.4,2.9,3.0,CENPN,centromere protein N
219556_at,2.3,5.7,7.9,5.1,8.3,6.8,22.1,5.7,5.9,6.3,2.3,5.3,4.4,6.1,6.0,7.8,5.3,C16orf59,chromosome 16 open reading frame 59
219557_s_at,34.3,43.1,57.8,59.7,56.6,64.3,81.5,47.0,56.6,56.5,43.2,36.1,44.1,43.9,61.2,47.7,62.1,NRIP3,nuclear receptor interacting protein 3
219558_at,59.1,41.4,57.7,5.2,39.4,18.3,182.9,116.2,75.3,44.5,46.6,8.4,34.6,24.3,50.8,13.0,39.8,ATP13A3,ATPase 13A3
219559_at,32.3,32.3,58.1,41.7,55.2,57.1,84.3,46.1,38.2,41.2,35.9,51.7,46.8,43.5,26.4,39.0,56.5,SLC17A9,solute carrier family 17 member 9
219560_at,3.5,5.1,28.0,4.3,15.5,11.1,7.8,15.0,2.6,5.6,15.2,4.5,12.4,12.6,13.0,4.3,5.4,C22orf29///GNB1L,chromosome 22 open reading frame 29///G protein subunit beta 1 like
219561_at,256.4,189.9,203.0,207.5,133.2,164.3,135.9,135.2,159.8,160.6,220.3,227.3,283.0,234.5,389.7,243.0,170.6,COPZ2,coatomer protein complex subunit zeta 2
219562_at,24.6,14.0,32.2,5.3,30.3,12.6,12.9,24.4,44.6,18.4,16.5,4.0,11.6,22.6,7.3,9.3,11.9,RAB26,"RAB26, member RAS oncogene family"
219563_at,320.9,441.7,343.0,436.4,251.8,325.6,320.5,276.8,263.6,413.7,346.0,411.8,501.2,406.3,442.0,464.0,452.3,SYNE3///LINC00341,spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
219564_at,20.5,13.3,17.3,24.9,35.5,26.2,10.0,22.6,21.6,34.1,19.4,24.8,18.6,28.1,13.4,21.3,16.2,KCNJ16,potassium voltage-gated channel subfamily J member 16
219565_at,32.7,42.1,41.6,26.6,4.9,15.3,18.8,16.2,4.7,3.3,45.8,36.6,45.6,49.5,32.1,30.7,9.5,CYP20A1,cytochrome P450 family 20 subfamily A member 1
219566_at,64.0,70.9,85.5,86.8,58.1,89.1,29.1,32.3,26.0,78.0,85.3,87.5,88.2,93.4,73.1,66.7,16.6,PLEKHF1,pleckstrin homology and FYVE domain containing 1
219567_s_at,8.1,7.6,16.0,10.2,10.8,14.2,48.8,9.3,18.0,21.4,11.8,14.0,12.6,18.5,13.8,18.8,8.7,EXO5,exonuclease 5
219568_x_at,21.8,24.8,14.5,21.4,51.3,42.9,47.6,32.1,21.9,49.0,45.9,27.3,30.2,26.7,99.2,124.4,44.7,SOX18,SRY-box 18
219569_s_at,119.8,125.3,111.7,136.6,133.7,116.0,138.1,135.0,152.2,104.6,138.1,148.6,165.9,137.3,119.2,165.4,137.9,SLC35G2,solute carrier family 35 member G2
219570_at,76.8,70.5,61.8,66.5,42.3,54.1,83.4,45.4,57.9,72.5,58.4,64.3,59.6,63.6,81.3,64.4,65.6,KIF16B,kinesin family member 16B
219571_s_at,211.3,176.3,198.2,149.9,66.8,111.4,100.3,110.6,55.2,130.1,135.9,93.6,112.9,126.0,98.1,119.5,79.8,ZNF12,zinc finger protein 12
219572_at,107.3,126.3,165.9,105.8,110.5,108.2,121.2,91.9,98.5,104.4,100.6,131.6,77.0,116.7,96.9,111.9,90.9,CADPS2,calcium dependent secretion activator 2
219573_at,89.9,67.2,98.1,71.3,94.5,111.3,94.1,74.1,44.4,130.2,108.2,104.7,79.4,109.1,78.7,76.3,69.0,CARMIL1,capping protein regulator and myosin 1 linker 1
219574_at,43.3,65.8,51.2,60.3,38.3,45.4,77.9,71.4,27.4,77.9,46.2,27.8,24.3,33.1,40.1,47.7,61.6,MARCH1,membrane associated ring-CH-type finger 1
219575_s_at,57.9,58.9,81.8,52.1,54.4,63.3,38.7,53.0,44.9,60.6,55.7,64.7,54.7,63.7,60.6,45.0,50.7,COG8///PDF,component of oligomeric golgi complex 8///peptide deformylase (mitochondrial)
219576_at,42.5,61.3,39.7,57.7,55.6,33.7,20.4,34.4,35.1,43.1,62.0,40.0,49.4,45.0,73.5,51.2,33.8,MAP7D3,MAP7 domain containing 3
219577_s_at,24.2,28.2,38.1,28.5,53.5,41.7,49.4,20.4,54.2,40.1,32.5,32.1,32.3,25.2,36.7,40.0,38.9,ABCA7,ATP binding cassette subfamily A member 7
219578_s_at,19.8,9.9,23.9,22.6,11.5,11.4,17.0,7.2,9.0,11.8,20.2,28.7,10.0,40.3,10.6,12.5,7.6,CPEB1,cytoplasmic polyadenylation element binding protein 1
219579_at,74.0,107.0,89.3,102.3,187.3,128.0,28.7,84.3,117.8,111.3,141.0,101.1,99.7,145.4,149.7,91.0,148.4,RAB3IL1,RAB3A interacting protein like 1
219580_s_at,19.5,19.1,11.9,6.5,15.8,14.6,37.3,5.9,12.7,21.2,20.6,17.1,5.2,21.1,10.4,8.3,5.6,TMC5,transmembrane channel like 5
219581_at,48.7,27.4,33.0,84.6,47.0,94.5,25.5,24.7,25.9,92.3,36.0,47.4,31.3,44.8,36.4,61.3,32.0,TSEN2,tRNA splicing endonuclease subunit 2
219582_at,62.9,93.7,22.4,64.7,104.6,66.2,98.3,65.5,66.6,62.9,68.7,103.9,94.2,59.2,54.5,96.1,107.0,OGFRL1,opioid growth factor receptor like 1
219583_s_at,42.3,40.0,55.0,45.8,25.2,40.3,8.8,4.4,25.9,10.5,42.4,29.8,20.0,21.3,23.0,12.2,3.0,SPATA7,spermatogenesis associated 7
219584_at,7.9,12.1,2.5,20.2,24.3,18.8,16.7,12.8,21.5,2.8,21.6,14.2,32.6,19.0,16.7,17.5,12.6,PLA1A,phospholipase A1 member A
219585_at,2.1,1.5,2.7,0.7,2.1,1.8,9.6,2.8,1.5,2.3,1.5,1.6,1.4,2.7,2.0,2.5,7.7,CCDC28B,coiled-coil domain containing 28B
219586_at,10.9,9.6,6.8,1.3,13.2,1.2,9.1,3.4,6.6,13.7,7.9,8.6,9.5,2.5,1.7,2.6,5.6,WDR59,WD repeat domain 59
219587_at,3.2,1.6,1.9,2.1,2.4,2.5,5.9,1.2,1.8,5.4,1.5,2.7,1.3,1.9,1.4,1.5,1.4,TTC12,tetratricopeptide repeat domain 12
219588_s_at,42.4,52.0,41.5,58.7,48.4,42.7,16.6,51.3,55.8,45.8,43.8,57.7,56.6,46.3,28.0,22.2,37.2,NCAPG2,non-SMC condensin II complex subunit G2
219589_s_at,17.7,3.2,35.6,4.1,20.3,2.8,28.2,12.7,12.3,5.4,3.2,2.3,3.6,14.4,2.0,9.1,8.7,TMEM143,transmembrane protein 143
219590_x_at,210.4,218.6,235.5,240.6,229.4,224.8,171.0,162.2,164.8,190.2,217.7,183.1,202.2,240.4,194.5,195.7,180.1,DPH5,diphthamide biosynthesis 5
219591_at,35.0,52.1,63.6,64.7,110.2,102.3,78.4,45.9,73.8,101.8,44.8,79.4,63.2,58.4,48.3,91.4,70.8,CEND1,cell cycle exit and neuronal differentiation 1
219592_at,3.1,3.6,3.2,2.6,2.3,1.9,7.5,1.7,1.6,2.6,3.4,1.8,1.9,2.8,1.7,3.4,2.4,MCPH1,microcephalin 1
219593_at,69.3,110.1,82.4,110.7,92.5,74.9,86.9,64.1,85.0,88.8,98.1,90.1,71.6,80.1,122.0,84.9,111.2,SLC15A3,solute carrier family 15 member 3
219594_at,48.9,26.0,63.3,19.1,30.9,9.0,6.8,37.5,30.3,12.7,25.6,35.4,37.6,24.4,29.2,33.9,9.7,NINJ2,ninjurin 2
219595_at,68.8,80.0,87.2,79.4,91.6,106.7,86.0,84.4,49.4,114.2,84.8,71.2,63.7,84.3,73.2,91.9,85.3,ZNF26,zinc finger protein 26
219596_at,57.1,43.9,53.7,49.4,51.1,62.5,47.3,24.7,43.7,55.7,50.7,52.8,42.4,46.0,44.4,45.6,36.4,THAP10,THAP domain containing 10
219597_s_at,2.8,10.6,16.8,12.3,15.5,8.3,43.8,9.0,5.9,12.1,5.9,6.0,17.9,18.4,14.9,17.9,5.2,DUOX1,dual oxidase 1
219598_s_at,282.9,231.2,208.5,278.0,218.8,263.7,146.4,182.1,160.1,243.0,278.2,265.0,228.5,271.3,256.0,254.3,214.0,RWDD1,RWD domain containing 1
219599_at,89.7,74.0,58.3,107.2,107.5,68.4,151.2,99.5,79.4,97.2,87.7,122.6,73.7,136.6,138.8,169.8,101.5,EIF4B,eukaryotic translation initiation factor 4B
219600_s_at,229.1,167.4,129.0,181.0,108.4,152.6,122.2,181.2,156.8,113.6,184.8,101.9,185.7,126.9,126.2,133.3,140.6,TMEM50B,transmembrane protein 50B
219601_s_at,2.0,1.8,3.2,1.9,2.0,0.7,5.1,2.4,2.4,1.8,1.8,1.9,1.7,0.4,1.2,1.5,1.9,C10orf12,chromosome 10 open reading frame 12
219602_s_at,64.1,49.4,185.5,44.7,47.2,76.4,62.5,61.2,58.4,71.3,54.7,65.8,40.3,60.8,46.7,46.7,74.9,PIEZO2,piezo type mechanosensitive ion channel component 2
219603_s_at,55.6,49.6,77.2,56.2,53.7,53.6,49.9,43.4,49.4,52.9,52.2,49.5,51.9,42.4,44.1,42.2,36.4,ZNF226,zinc finger protein 226
219604_s_at,4.6,2.9,14.0,1.6,11.7,11.4,19.0,3.7,3.2,4.6,11.3,10.7,4.3,6.0,8.0,6.0,5.0,ZNF3,zinc finger protein 3
219605_at,6.4,15.2,5.7,8.6,47.2,22.9,19.2,4.4,29.2,22.9,15.9,5.4,10.9,23.8,5.2,13.2,11.2,ZNF3,zinc finger protein 3
219606_at,16.5,15.2,28.6,13.5,10.6,18.9,6.0,12.6,10.1,19.8,21.0,11.2,16.4,13.0,8.1,8.7,10.6,PHF20L1,PHD finger protein 20-like 1
219607_s_at,425.9,691.0,484.8,354.6,244.8,354.4,193.4,227.8,252.3,259.3,407.0,134.5,297.6,338.9,314.2,305.7,167.7,MS4A4A,membrane spanning 4-domains A4A
219608_s_at,23.3,26.0,14.1,19.1,12.6,28.2,3.7,19.2,7.9,7.4,35.6,13.9,24.8,9.3,3.2,4.7,13.7,FBXO38,F-box protein 38
219609_at,4.0,18.6,4.8,11.0,9.4,5.8,11.7,2.7,4.3,14.9,6.9,3.0,6.8,3.3,5.1,3.6,15.6,WDR25,WD repeat domain 25
219610_at,41.3,61.7,58.9,74.4,65.2,70.6,18.0,34.3,36.5,64.5,57.5,82.7,71.1,56.7,61.5,63.2,16.3,ARHGEF28,Rho guanine nucleotide exchange factor 28
219611_s_at,43.4,60.2,62.9,78.9,63.9,86.0,17.7,54.8,59.7,77.0,53.8,63.2,59.7,68.3,70.5,70.3,60.1,CEP85,centrosomal protein 85
219612_s_at,7.3,12.0,7.6,9.0,15.2,1.9,17.2,5.1,8.1,8.0,8.5,3.8,2.2,7.2,11.5,11.7,13.6,FGG,fibrinogen gamma chain
219613_s_at,62.4,59.4,76.3,69.1,138.3,114.8,41.4,84.1,84.1,118.3,68.0,118.3,92.6,113.3,84.3,96.6,108.2,SIRT6,sirtuin 6
219614_s_at,2.1,2.3,0.9,2.5,2.3,3.1,12.1,2.3,2.8,3.6,2.5,2.4,2.6,2.1,4.3,1.7,2.1,SLC6A20,solute carrier family 6 member 20
219615_s_at,39.2,45.8,37.3,35.0,41.8,39.8,61.4,40.8,29.6,43.8,54.3,33.4,42.7,49.6,36.6,35.9,33.9,KCNK5,potassium two pore domain channel subfamily K member 5
219616_at,64.9,59.5,76.3,75.2,87.2,101.7,82.8,77.4,113.8,100.9,84.7,76.0,102.1,80.6,101.5,120.8,70.6,ACSS3,acyl-CoA synthetase short-chain family member 3
219617_at,15.5,34.8,25.5,29.0,30.1,26.0,42.9,36.7,33.2,35.7,22.8,34.0,41.6,51.7,58.8,48.3,32.3,CAMKMT,calmodulin-lysine N-methyltransferase
219618_at,51.3,46.8,40.1,35.4,55.4,37.9,64.8,58.1,28.6,61.0,30.8,34.9,35.4,30.1,27.5,32.7,28.2,IRAK4,interleukin 1 receptor associated kinase 4
219619_at,6.1,4.5,8.6,11.5,8.2,9.7,4.4,10.2,11.5,11.8,0.8,4.1,1.0,4.2,4.8,7.5,12.3,DIRAS2,DIRAS family GTPase 2
219620_x_at,22.5,21.2,15.2,29.9,35.0,32.5,24.2,21.1,27.9,31.3,29.3,13.6,22.2,28.3,25.7,23.4,23.7,TOR4A,torsin family 4 member A
219621_at,2.8,1.4,3.9,1.8,15.0,2.1,10.7,1.7,1.8,2.3,5.2,1.7,3.0,1.2,1.6,1.7,1.1,CLSPN,claspin
219622_at,90.3,146.9,106.8,154.7,193.2,113.1,218.8,216.7,207.3,120.1,95.9,214.3,168.8,117.2,264.0,193.2,303.4,RAB20,"RAB20, member RAS oncogene family"
219623_at,46.7,65.1,51.3,52.5,74.4,74.6,92.1,50.1,46.2,64.7,41.5,36.9,53.9,33.7,29.8,30.7,43.5,ACTR5,ARP5 actin-related protein 5 homolog
219624_at,19.6,22.8,18.1,15.1,30.2,22.6,28.4,18.5,30.7,25.5,26.1,19.3,32.5,21.2,23.5,25.6,21.8,BAG4,BCL2 associated athanogene 4
219625_s_at,200.7,165.5,129.2,218.6,130.8,96.9,176.7,130.9,131.0,175.3,168.8,196.0,127.8,112.0,236.7,201.5,173.8,COL4A3BP,collagen type IV alpha 3 binding protein
219626_at,86.3,120.5,177.9,107.4,196.3,197.8,103.9,127.3,140.1,214.5,148.2,100.7,150.3,133.2,119.7,128.0,96.7,MAP7D3,MAP7 domain containing 3
219627_at,54.3,60.3,67.9,80.2,42.4,83.7,65.9,35.1,36.0,77.4,56.8,43.2,64.1,73.5,62.8,72.5,44.3,ZNF767P,"zinc finger family member 767, pseudogene"
219628_at,68.7,88.4,91.5,100.4,70.6,91.9,130.9,87.2,75.5,97.5,76.2,83.3,73.2,82.4,82.2,78.5,56.4,ZMAT3,zinc finger matrin-type 3
219629_at,33.9,32.1,42.8,28.3,47.8,39.7,91.9,32.1,41.1,34.9,40.1,20.5,58.5,36.9,22.1,23.7,32.5,FAM118A,family with sequence similarity 118 member A
219630_at,112.7,115.0,77.6,80.3,109.3,76.3,52.9,63.6,7.2,47.6,89.7,70.3,81.8,122.0,60.3,48.4,41.4,PDZK1IP1,PDZK1 interacting protein 1
219631_at,23.1,17.7,43.6,19.3,24.4,24.6,37.5,23.5,32.4,32.1,23.2,37.2,27.1,19.3,26.7,31.1,43.5,LRP12,LDL receptor related protein 12
219632_s_at,22.0,23.2,35.4,26.2,31.6,40.6,52.7,24.3,47.9,49.1,28.2,33.0,30.7,33.1,29.7,38.6,35.1,SHPK///TRPV1,sedoheptulokinase///transient receptor potential cation channel subfamily V member 1
219633_at,41.7,70.4,77.2,78.2,121.2,106.3,97.0,76.9,87.9,90.2,93.4,72.7,73.7,87.8,85.5,76.7,92.2,TTPAL,alpha tocopherol transfer protein like
219634_at,10.5,2.9,16.3,9.1,36.1,13.1,61.0,34.4,27.4,1.9,13.3,14.7,16.7,7.6,17.3,8.4,33.2,CHST11,carbohydrate (chondroitin 4) sulfotransferase 11
219635_at,55.1,61.8,62.7,67.4,59.3,63.2,61.9,53.7,45.8,82.3,47.0,44.6,64.4,58.7,51.6,43.9,34.6,ZNF606,zinc finger protein 606
219636_s_at,3.5,1.6,5.3,2.3,2.3,1.6,3.8,2.7,2.5,2.8,2.3,4.3,2.2,1.6,6.9,4.3,1.7,ARMC9,armadillo repeat containing 9
219637_at,9.6,12.5,36.1,8.2,12.6,12.9,28.1,2.0,4.3,13.3,17.6,13.4,13.2,15.5,12.2,8.4,9.8,ARMC9,armadillo repeat containing 9
219638_at,1.5,4.9,11.6,8.5,4.0,11.7,24.9,2.9,11.2,6.7,0.9,3.0,4.2,2.9,2.8,8.3,2.9,FBXO22,F-box protein 22
219639_x_at,187.2,184.4,209.8,191.9,261.4,259.2,239.7,145.5,158.0,256.6,209.9,170.8,200.8,179.7,166.5,159.7,179.1,PARP6,poly(ADP-ribose) polymerase family member 6
219640_at,317.8,427.8,156.9,300.8,380.0,352.5,206.4,180.3,42.9,287.0,497.3,227.3,248.2,401.7,241.9,223.0,153.4,CLDN15,claudin 15
219641_at,79.1,65.9,72.8,77.7,79.2,83.6,16.7,47.6,82.5,84.3,86.1,82.7,72.9,84.8,83.2,94.8,70.0,DET1,de-etiolated homolog 1 (Arabidopsis)
219642_s_at,1.3,1.9,5.3,4.0,5.9,3.2,7.8,4.4,5.1,6.9,4.0,2.6,4.8,3.2,3.8,5.5,5.9,PEX5L,peroxisomal biogenesis factor 5 like
219643_at,21.0,16.5,8.9,51.8,13.7,15.5,13.8,11.7,1.2,20.5,13.8,18.5,30.2,9.0,16.1,22.5,7.9,LRP1B,LDL receptor related protein 1B
219644_at,35.5,33.6,36.6,36.6,32.8,36.1,29.3,30.7,22.8,42.4,35.4,27.6,29.3,34.5,20.7,31.2,23.6,CEP83,centrosomal protein 83
219645_at,9.9,18.4,21.5,30.1,38.2,38.1,36.2,21.9,32.1,33.4,19.0,19.5,22.6,17.5,26.5,30.7,29.0,CASQ1,calsequestrin 1
219646_at,41.3,47.7,66.2,47.5,68.0,69.8,31.1,49.0,56.1,81.4,50.5,43.1,44.4,35.3,47.2,55.1,55.6,DEF8,differentially expressed in FDCP 8 homolog
219647_at,31.7,19.1,39.6,15.6,32.9,29.4,45.6,24.9,38.0,42.0,21.0,19.2,25.4,11.7,16.7,31.2,20.5,POPDC2,popeye domain containing 2
219648_at,44.3,43.7,34.8,47.4,24.6,28.3,44.9,39.1,28.3,34.9,38.8,25.9,34.1,35.9,47.3,33.4,31.5,MREG,melanoregulin
219649_at,113.5,143.1,139.3,134.5,137.5,137.3,96.2,125.1,119.3,130.2,111.3,149.7,106.2,161.2,154.9,148.4,120.2,ALG6,"ALG6, alpha-1,3-glucosyltransferase"
219650_at,1.7,2.3,8.9,2.0,6.9,1.5,8.5,2.1,6.3,2.5,2.2,9.7,3.4,6.8,4.7,5.2,5.7,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase"
219651_at,1.4,6.5,3.1,5.2,14.7,1.6,4.2,1.2,1.9,1.9,1.1,1.1,6.5,0.9,1.3,1.4,1.9,DPPA4,developmental pluripotency associated 4
219652_s_at,6.0,4.0,7.3,10.0,8.5,8.3,11.7,6.4,8.0,8.5,9.9,7.3,4.7,7.9,8.7,6.4,7.3,CXorf36,chromosome X open reading frame 36
219653_at,25.1,16.7,22.6,17.1,20.6,12.2,17.7,6.9,8.6,29.4,29.0,2.5,21.4,9.8,4.9,14.8,7.3,LSM14B,LSM family member 14B
219654_at,31.7,33.0,5.9,6.6,6.7,60.4,9.5,18.7,32.6,10.3,37.0,23.0,7.0,16.6,50.8,61.0,32.2,HACD1,3-hydroxyacyl-CoA dehydratase 1
219655_at,11.5,2.6,7.6,3.4,4.0,3.3,9.5,1.4,2.6,2.0,15.2,12.6,11.2,10.8,13.8,5.8,5.8,SUGCT,succinyl-CoA:glutarate-CoA transferase
219656_at,90.3,54.9,125.8,116.3,44.5,70.8,34.0,44.2,98.7,21.6,112.6,67.6,84.3,72.6,40.3,14.3,60.9,PCDH12,protocadherin 12
219657_s_at,70.8,74.6,73.3,51.4,103.5,85.6,93.4,72.9,61.3,69.0,79.3,64.0,70.2,69.5,91.4,109.9,89.8,KLF3,Kruppel like factor 3
219658_at,10.2,11.5,13.3,11.7,10.4,7.9,16.3,8.5,6.0,14.8,11.4,12.0,10.6,12.5,12.5,7.1,10.3,PTCD2,pentatricopeptide repeat domain 2
219659_at,13.1,14.9,21.6,17.5,9.1,12.6,33.0,11.1,6.0,28.4,23.2,18.4,12.0,4.8,2.4,1.9,5.3,ATP8A2,ATPase phospholipid transporting 8A2
219660_s_at,41.7,15.6,28.1,31.4,30.8,31.6,32.8,14.0,32.8,38.5,26.1,26.0,19.3,27.3,31.3,34.2,26.3,ATP8A2,ATPase phospholipid transporting 8A2
219661_at,6.5,24.5,29.7,38.4,27.3,41.4,48.1,30.6,9.5,29.8,20.4,17.7,26.4,22.5,18.3,16.6,19.9,RANBP17,RAN binding protein 17
219662_at,38.1,32.6,37.6,43.1,29.0,27.6,33.3,43.9,34.4,46.6,31.8,34.8,30.4,50.7,48.9,29.4,29.6,C2orf49,chromosome 2 open reading frame 49
219663_s_at,8.4,10.3,4.8,2.9,3.1,2.5,7.5,2.7,1.8,11.7,7.8,16.0,3.2,11.7,3.8,3.4,11.6,TMEM121,transmembrane protein 121
219664_s_at,30.4,63.7,64.4,62.7,101.0,128.4,44.7,87.8,68.7,126.9,59.2,109.6,92.0,160.6,195.2,177.0,91.5,DECR2,"2,4-dienoyl-CoA reductase 2, peroxisomal"
219665_at,31.4,35.5,40.2,47.4,48.3,39.6,41.1,22.6,42.9,43.2,45.1,35.7,45.7,32.3,40.2,34.5,28.4,NUDT18,nudix hydrolase 18
219666_at,785.0,994.3,700.3,621.5,260.9,410.5,249.6,315.7,188.7,598.5,485.6,337.6,443.6,496.5,429.2,333.7,267.2,MS4A6A,membrane spanning 4-domains A6A
219667_s_at,40.8,22.0,9.6,35.6,23.2,31.6,35.7,19.1,17.9,33.7,27.1,20.6,30.9,19.0,25.8,33.1,26.9,BANK1,B-cell scaffold protein with ankyrin repeats 1
219668_at,2.7,10.7,16.7,3.9,10.6,2.0,6.4,1.3,6.9,4.3,9.0,3.8,11.1,8.0,13.6,5.7,12.6,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1
219669_at,4.0,25.7,24.7,33.7,37.0,23.0,34.5,46.8,31.8,25.3,26.9,25.4,29.3,27.3,28.0,29.2,42.0,CD177,CD177 molecule
219670_at,32.4,30.9,47.9,26.4,25.1,26.3,33.5,16.4,31.0,41.9,29.8,28.0,18.4,26.5,33.2,23.5,17.3,BEND5,BEN domain containing 5
219671_at,25.3,27.2,40.0,28.2,48.9,34.2,11.5,22.2,19.9,35.3,20.6,19.7,32.0,16.9,22.2,26.6,36.6,HPCAL4,hippocalcin like 4
219672_at,15.4,24.4,21.6,27.7,43.1,80.0,49.4,28.9,30.8,32.0,22.8,67.9,32.6,26.6,35.6,31.9,42.6,AHSP,alpha hemoglobin stabilizing protein
