0,C25,C24,C31,C32
ENSG00000232886.1,0,0,0,0
ENSG00000225735.1,0,0,0,0
ENSG00000278181.1,0,0,0,0
ENSG00000252462.1,0,0,0,0
ENSG00000232560.7,0,0,1,0
ENSG00000226580.1,0,0,0,0
ENSG00000266195.2,0,0,0,0
ENSG00000154639.19,50,177,68,104
ENSG00000232260.2,1,6,5,4
ENSG00000200754.1,0,0,0,0
ENSG00000199962.1,0,0,0,0
ENSG00000154640.15,927,435,546,580
ENSG00000280594.1,11,19,20,22
ENSG00000226956.1,0,0,0,0
ENSG00000279648.1,0,0,0,0
ENSG00000240770.5,0,0,0,0
ENSG00000154642.11,410,378,368,581
ENSG00000244676.5,0,0,0,0
ENSG00000231755.1,0,0,0,0
ENSG00000215369.3,0,0,0,0
ENSG00000154645.14,6,114,7,305
ENSG00000227330.1,0,2,0,5
ENSG00000154646.9,0,2,0,1
ENSG00000228708.1,0,0,0,0
ENSG00000224141.6,0,14,0,4
ENSG00000230233.1,0,0,0,0
ENSG00000265841.1,0,0,0,0
ENSG00000198618.5,2844,1712,1188,961
ENSG00000279156.1,0,0,0,0
ENSG00000232193.1,0,0,0,0
ENSG00000226204.1,0,0,0,0
ENSG00000235965.2,0,0,0,0
ENSG00000229289.1,0,0,0,0
ENSG00000226818.1,0,0,0,0
ENSG00000231620.1,0,0,0,0
ENSG00000212609.1,0,0,0,0
ENSG00000230198.1,0,0,0,0
ENSG00000271486.1,0,0,0,0
ENSG00000229336.1,0,0,0,0
ENSG00000215353.2,0,0,0,0
ENSG00000233480.2,0,0,0,0
ENSG00000233236.1,0,0,0,0
ENSG00000251851.1,0,0,0,0
ENSG00000252963.1,0,0,0,0
ENSG00000233676.2,0,0,0,0
ENSG00000234439.1,0,0,0,0
ENSG00000233206.1,0,0,0,0
ENSG00000276738.1,0,0,0,0
ENSG00000224924.7,0,0,0,1
ENSG00000215351.3,0,0,0,0
ENSG00000154654.15,40,683,1,602
ENSG00000226771.1,0,0,0,0
ENSG00000234730.1,0,0,0,0
ENSG00000237527.1,0,0,0,0
ENSG00000238265.1,0,0,0,0
ENSG00000233997.5,0,0,0,0
ENSG00000227075.1,0,0,0,0
ENSG00000233215.6,0,1,0,0
ENSG00000184856.7,0,0,0,0
ENSG00000234340.1,0,0,0,0
ENSG00000231136.1,0,0,0,0
ENSG00000202339.1,0,0,0,0
ENSG00000226043.2,0,1,0,2
ENSG00000223488.2,0,0,0,0
ENSG00000234034.1,0,0,0,0
ENSG00000225906.1,0,0,0,0
ENSG00000230972.1,0,0,0,0
ENSG00000275469.1,0,0,0,0
ENSG00000219368.3,0,0,0,0
ENSG00000231058.1,0,0,0,0
ENSG00000286222.1,0,0,0,0
ENSG00000223078.1,0,0,0,0
ENSG00000228592.2,0,1,0,0
ENSG00000223822.2,1,2,0,1
ENSG00000237569.1,0,0,0,0
ENSG00000199698.1,0,0,0,0
ENSG00000227716.1,0,0,0,0
ENSG00000288094.1,0,0,0,0
ENSG00000287612.1,0,0,0,0
ENSG00000231986.1,0,0,0,0
ENSG00000235564.2,0,0,0,0
ENSG00000287801.1,0,0,0,0
ENSG00000226996.5,0,0,0,0
ENSG00000224018.2,0,0,0,0
ENSG00000224832.2,0,0,0,0
ENSG00000237484.6,0,0,0,0
ENSG00000226983.3,0,0,0,0
ENSG00000227090.1,0,0,0,0
ENSG00000230379.5,0,0,0,0
ENSG00000237444.1,0,0,0,0
ENSG00000244278.1,0,0,0,0
ENSG00000232512.6,0,0,0,0
ENSG00000274662.1,0,0,0,0
ENSG00000223870.1,0,0,0,0
ENSG00000222042.2,0,0,0,0
ENSG00000238627.1,0,0,0,0
ENSG00000213885.4,39,72,51,65
ENSG00000279534.1,0,0,0,0
ENSG00000185433.10,3,4,1,6
ENSG00000229962.2,9,0,3,4
ENSG00000234883.6,18,26,6,9
ENSG00000283904.1,0,0,0,0
ENSG00000260583.1,0,3,4,5
ENSG00000154719.14,527,379,366,401
ENSG00000154721.15,51,16,25,45
ENSG00000237731.1,0,0,0,0
ENSG00000287109.1,0,2,1,3
ENSG00000227054.1,0,0,0,0
ENSG00000154723.12,1957,1462,1427,1541
ENSG00000154727.10,1625,2229,1204,1304
ENSG00000235514.1,0,0,0,0
ENSG00000142192.21,23904,40212,36268,36103
ENSG00000233783.8,0,0,0,0
ENSG00000251972.1,1,0,0,0
ENSG00000224541.1,0,2,0,0
ENSG00000273492.6,0,18,15,13
ENSG00000206802.1,0,0,0,0
ENSG00000286902.1,0,0,0,0
ENSG00000229025.1,0,0,0,0
ENSG00000232692.1,1,2,1,4
ENSG00000197934.8,7,3,1,2
ENSG00000273115.1,0,0,0,0
ENSG00000166265.13,31,101,19,52
ENSG00000154734.15,3006,1430,2730,1661
ENSG00000223563.1,1,1,0,0
ENSG00000154736.6,1446,380,261,458
ENSG00000266133.1,0,0,0,0
ENSG00000215326.3,0,0,0,0
ENSG00000231236.2,2,2,0,2
ENSG00000236332.2,0,0,0,0
ENSG00000233300.1,0,0,0,1
ENSG00000217026.3,1,0,0,1
ENSG00000219592.2,0,0,0,0
ENSG00000234052.2,0,0,0,0
ENSG00000225298.5,0,0,0,0
ENSG00000234083.1,0,0,0,0
ENSG00000178457.3,0,0,0,0
ENSG00000232079.7,1,1,0,0
ENSG00000236532.6,0,0,0,1
ENSG00000232855.7,5,17,22,12
ENSG00000226935.6,0,0,0,0
ENSG00000283300.1,0,0,0,0
ENSG00000156239.12,342,446,478,373
ENSG00000215005.2,0,0,0,0
ENSG00000215317.2,0,0,0,0
ENSG00000198862.14,2204,1716,1080,1439
ENSG00000176054.6,14,9,16,13
ENSG00000156253.7,421,378,0,141
ENSG00000273254.1,4,5,2,3
ENSG00000156256.15,1839,1494,1111,1409
ENSG00000156261.13,5028,3542,3409,3496
ENSG00000231125.2,1,7,3,5
ENSG00000286018.1,0,1,1,0
ENSG00000156265.16,81,156,266,59
ENSG00000232687.1,0,0,0,0
ENSG00000201984.1,0,0,0,0
ENSG00000212479.2,0,0,0,0
ENSG00000224649.1,0,0,0,0
ENSG00000215533.8,2,0,1,1
ENSG00000156273.16,2493,4639,1906,2867
ENSG00000236056.1,0,0,0,2
ENSG00000248476.1,11,13,9,2
ENSG00000273017.1,6,19,3,6
ENSG00000232118.2,0,0,0,0
ENSG00000228817.4,4,9,2,5
ENSG00000234293.1,0,0,0,2
ENSG00000171189.17,164,1,285,82
ENSG00000273464.1,0,1,2,1
ENSG00000174680.10,2,1,1,0
ENSG00000259981.1,0,0,0,0
ENSG00000156282.5,0,0,0,0
ENSG00000227342.1,0,0,0,0
ENSG00000156284.6,0,0,0,0
ENSG00000225267.1,0,0,0,1
ENSG00000188694.6,0,0,0,0
ENSG00000232263.1,0,0,0,0
ENSG00000197683.5,0,0,0,0
ENSG00000206107.2,0,0,0,0
ENSG00000186980.6,0,0,0,0
ENSG00000250973.1,0,0,0,0
ENSG00000182816.9,0,0,0,0
ENSG00000265007.1,0,0,0,0
ENSG00000198390.5,0,0,0,0
ENSG00000240432.3,0,0,0,0
ENSG00000186971.3,0,0,0,0
ENSG00000233640.2,0,0,0,0
ENSG00000186970.4,0,0,0,0
ENSG00000184351.8,0,0,0,0
ENSG00000186965.5,0,0,0,0
ENSG00000244025.5,0,0,0,0
ENSG00000186967.7,0,0,0,0
ENSG00000186977.3,0,0,0,0
ENSG00000237841.1,0,0,0,0
ENSG00000235312.1,0,0,0,0
ENSG00000218125.1,0,0,0,0
ENSG00000236612.1,0,0,0,0
ENSG00000186925.6,0,0,0,0
ENSG00000244362.3,0,0,0,0
ENSG00000206106.2,0,0,0,0
ENSG00000212938.3,0,0,0,0
ENSG00000186930.4,0,0,0,0
ENSG00000186924.3,0,0,0,0
ENSG00000184724.5,0,0,0,0
ENSG00000244624.3,0,0,0,0
ENSG00000206105.2,0,0,0,0
ENSG00000184032.3,0,0,0,0
ENSG00000206104.2,0,0,0,0
ENSG00000231068.1,0,0,0,0
ENSG00000236400.1,0,0,0,0
ENSG00000187026.3,0,0,0,0
ENSG00000187005.5,0,0,0,0
ENSG00000238257.1,0,0,0,0
ENSG00000233036.1,0,0,0,0
ENSG00000227840.1,0,0,0,0
ENSG00000183640.6,0,0,0,0
ENSG00000274749.1,0,0,0,0
ENSG00000182591.6,0,0,0,0
ENSG00000206102.2,0,0,1,0
ENSG00000228941.1,2,1,2,0
ENSG00000156299.13,928,1589,1700,633
ENSG00000286643.1,0,0,0,0
ENSG00000237325.3,0,0,0,0
ENSG00000237594.2,7,1,4,5
ENSG00000230870.2,1,8,6,10
ENSG00000234509.1,9,2,1,2
ENSG00000142168.15,4691,3618,5061,4067
ENSG00000238390.1,5,7,2,3
ENSG00000273271.1,7,10,22,20
ENSG00000156304.15,952,1089,769,1139
ENSG00000229046.1,0,0,0,0
ENSG00000273091.1,1,4,4,2
ENSG00000234107.1,0,1,0,0
ENSG00000142149.9,16,6,2,56
ENSG00000237138.1,0,0,0,0
ENSG00000230323.6,0,0,0,0
ENSG00000261610.1,0,4,0,2
ENSG00000159055.4,249,159,142,219
ENSG00000227256.1,1,1,2,4
ENSG00000170262.12,0,0,0,0
ENSG00000232623.1,1,3,1,0
ENSG00000142207.7,1831,1283,596,1193
ENSG00000200792.1,0,1,0,1
ENSG00000256073.3,14,26,27,20
ENSG00000265590.10,7,42,12,24
ENSG00000166979.13,16,68,3,22
ENSG00000229007.1,0,5,7,5
ENSG00000242220.9,0,0,2,2
ENSG00000252045.1,0,0,0,0
ENSG00000252950.1,0,0,0,0
ENSG00000159079.19,93,97,99,138
ENSG00000228433.2,0,0,0,0
ENSG00000238220.1,0,0,0,0
ENSG00000159082.18,536,412,409,433
ENSG00000238197.6,17,27,18,30
ENSG00000159086.15,787,1138,1062,928
ENSG00000205930.10,23,95,55,45
ENSG00000279690.1,0,0,0,0
ENSG00000205929.11,0,0,0,1
ENSG00000224427.1,0,1,0,0
ENSG00000207098.1,0,0,0,0
ENSG00000232360.1,0,0,0,0
ENSG00000227757.3,0,0,0,0
ENSG00000228961.1,0,0,0,0
ENSG00000205927.5,0,0,0,0
ENSG00000232539.1,0,0,0,0
ENSG00000184221.13,0,0,0,0
ENSG00000226527.2,0,0,0,0
ENSG00000226433.2,0,0,0,0
ENSG00000229086.5,0,0,0,0
ENSG00000159110.20,154,228,205,173
ENSG00000249624.9,0,0,0,0
ENSG00000223799.1,2,0,0,2
ENSG00000243646.10,12,32,27,25
ENSG00000142166.13,2089,4262,3078,2344
ENSG00000226501.2,0,0,1,0
ENSG00000159128.15,1961,1530,3234,1517
ENSG00000142188.17,612,1014,819,895
ENSG00000215088.3,0,0,0,0
ENSG00000231355.1,0,0,1,0
ENSG00000177692.12,41,82,72,80
ENSG00000159131.17,2675,2034,1330,1788
ENSG00000233956.1,2,0,0,0
ENSG00000159140.21,9323,10758,7653,8844
ENSG00000284448.1,0,0,0,0
ENSG00000159147.18,408,337,297,437
ENSG00000249209.2,1,7,0,0
ENSG00000205758.12,640,684,461,587
ENSG00000205726.15,2226,1923,1339,1717
ENSG00000241837.7,405,409,457,393
ENSG00000237945.7,200,407,59,419
ENSG00000244294.3,0,0,0,0
ENSG00000273102.1,13,3,3,4
ENSG00000243927.6,1727,3017,3173,1094
ENSG00000198743.7,7142,31135,25498,5328
ENSG00000272657.1,0,1,0,0
ENSG00000224598.1,0,0,0,0
ENSG00000227456.9,14,26,24,2
ENSG00000214955.5,5,3,0,0
ENSG00000225555.2,1,3,5,7
ENSG00000159197.3,1,4,0,2
ENSG00000205670.12,2,2,0,1
ENSG00000222018.2,0,0,0,0
ENSG00000273104.1,0,0,0,0
ENSG00000243627.5,0,0,0,0
ENSG00000272958.1,0,0,0,0
ENSG00000180509.12,3,0,0,6
ENSG00000221398.1,0,0,0,0
ENSG00000159200.18,6821,2211,916,1262
ENSG00000159212.12,42,255,89,164
ENSG00000230978.2,0,0,0,0
ENSG00000234380.2,19,35,13,35
ENSG00000159216.19,3266,2897,1514,1510
ENSG00000286153.1,0,2,2,1
ENSG00000234703.1,0,2,0,0
ENSG00000223671.2,0,0,0,0
ENSG00000231300.1,0,1,2,0
ENSG00000230794.1,0,0,0,0
ENSG00000211590.1,0,0,0,0
ENSG00000229761.1,0,0,0,0
ENSG00000234008.5,0,0,0,0
ENSG00000231106.2,0,0,0,0
ENSG00000214914.3,0,1,1,0
ENSG00000185917.14,461,317,293,324
ENSG00000189089.5,0,0,0,1
ENSG00000236677.1,0,0,0,0
ENSG00000200213.1,0,0,0,0
ENSG00000230212.6,0,0,1,1
ENSG00000159228.13,1720,1259,1229,1371
ENSG00000236119.1,0,0,0,0
ENSG00000233393.1,2,0,0,5
ENSG00000226054.2,52,36,29,41
ENSG00000236830.7,15,8,15,9
ENSG00000214889.3,0,0,0,2
ENSG00000159231.6,142,203,242,235
ENSG00000142197.12,420,608,303,331
ENSG00000228149.1,3,0,1,0
ENSG00000214867.3,0,0,0,0
ENSG00000273199.1,14,4,2,2
ENSG00000159256.13,1092,1674,1112,1062
ENSG00000228107.1,1,4,2,5
ENSG00000159259.8,240,174,138,350
ENSG00000224421.1,0,0,0,0
ENSG00000230479.1,15,4,5,3
ENSG00000233818.1,16,2,4,2
ENSG00000159261.12,2,0,0,0
ENSG00000279365.1,5,1,1,2
ENSG00000223741.1,1,0,0,0
ENSG00000286517.1,0,0,0,0
ENSG00000286852.1,0,0,0,0
ENSG00000231324.1,0,0,0,0
ENSG00000224269.1,1,0,0,0
ENSG00000159263.16,238,2,1,89
ENSG00000159267.15,1235,823,524,746
ENSG00000237646.1,4,1,1,0
ENSG00000199806.1,0,0,0,0
ENSG00000270652.1,0,0,0,0
ENSG00000224790.3,16,13,7,20
ENSG00000207416.1,0,0,0,0
ENSG00000215734.3,0,0,0,0
ENSG00000183145.9,6,0,2,1
ENSG00000212136.1,0,0,0,0
ENSG00000185808.13,399,483,459,427
ENSG00000182670.13,18744,18502,15713,17176
ENSG00000270116.1,15,12,3,4
ENSG00000228677.1,0,0,0,1
ENSG00000230366.9,3,2,0,2
ENSG00000263969.2,1,0,0,0
ENSG00000242553.1,4,3,0,2
ENSG00000157538.14,1440,2006,1496,1715
ENSG00000272948.2,1,1,14,4
ENSG00000287637.1,3,1,1,1
ENSG00000273210.1,7,7,7,4
ENSG00000157540.22,1384,2262,1673,1955
ENSG00000286717.1,0,0,0,0
ENSG00000157542.11,266,56,4,3
ENSG00000233213.1,0,0,0,0
ENSG00000184029.9,0,0,0,0
ENSG00000223608.1,0,0,0,0
ENSG00000198054.12,0,0,0,0
ENSG00000157551.19,174,116,199,54
ENSG00000270835.2,0,0,0,0
ENSG00000233316.4,0,0,0,0
ENSG00000226012.1,1,0,0,2
ENSG00000231123.1,0,1,1,0
ENSG00000231231.5,5,33,27,14
ENSG00000157554.19,42,216,11,22
ENSG00000231480.1,0,0,0,0
ENSG00000287470.1,0,0,0,0
ENSG00000223806.8,0,4,12,8
ENSG00000157557.13,476,2230,887,1123
ENSG00000205622.11,0,1,0,2
ENSG00000229986.1,0,0,0,0
ENSG00000287082.1,0,0,0,0
ENSG00000229925.1,0,1,0,0
ENSG00000272015.1,0,0,0,0
ENSG00000227721.1,0,0,0,0
ENSG00000232837.1,0,0,0,0
ENSG00000235888.3,6,30,24,27
ENSG00000288266.1,0,0,0,0
ENSG00000237609.1,1,3,0,0
ENSG00000228861.5,0,0,0,0
ENSG00000235701.1,1,6,3,1
ENSG00000276873.1,0,0,0,0
ENSG00000183527.12,1215,840,797,901
ENSG00000185658.13,1503,2038,1181,1496
ENSG00000272991.1,0,0,1,1
ENSG00000232608.1,0,0,0,0
ENSG00000237373.1,1,0,0,0
ENSG00000229623.1,0,0,0,0
ENSG00000255568.3,4,3,2,3
ENSG00000238141.2,5,0,1,1
ENSG00000205581.11,6574,5139,5108,5539
ENSG00000252915.1,0,0,0,0
ENSG00000227406.1,0,1,0,0
ENSG00000182093.16,402,359,234,269
ENSG00000285815.1,0,0,0,0
ENSG00000157578.13,70,56,50,33
ENSG00000185437.13,2,7,7,3
ENSG00000275523.1,0,0,0,0
ENSG00000235808.1,0,0,1,1
ENSG00000228349.1,0,0,0,0
ENSG00000235012.1,0,0,0,0
ENSG00000183778.17,26,4,1,3
ENSG00000184809.13,33,2,0,4
ENSG00000225330.1,1,0,0,0
ENSG00000231713.2,1,0,0,1
ENSG00000183067.5,4,0,1,26
ENSG00000183036.11,2,0,3,3
ENSG00000171587.15,0,0,0,10
ENSG00000263973.1,0,0,0,0
ENSG00000235123.5,0,0,0,0
ENSG00000207147.1,0,0,0,0
ENSG00000233756.5,0,0,0,0
ENSG00000288069.1,0,0,0,0
ENSG00000230859.1,0,0,0,1
ENSG00000286425.1,0,0,0,0
ENSG00000226496.3,0,3,0,1
ENSG00000263681.1,1,1,0,0
ENSG00000182240.16,340,322,90,670
ENSG00000280109.3,0,0,0,0
ENSG00000224388.1,1,0,0,0
ENSG00000183844.17,0,0,0,0
ENSG00000183486.13,411,393,1,7
ENSG00000157601.14,255,1586,545,332
ENSG00000228318.3,0,0,0,0
ENSG00000184012.12,3,14,0,1
ENSG00000207503.1,0,0,0,0
ENSG00000232806.1,0,0,0,0
ENSG00000223400.1,0,0,0,0
ENSG00000286027.1,0,0,0,0
ENSG00000227702.1,0,0,0,0
ENSG00000236384.7,0,0,0,0
ENSG00000232401.2,0,0,0,0
ENSG00000183421.12,15,76,0,13
ENSG00000236883.1,0,0,0,0
ENSG00000275166.1,0,0,0,0
ENSG00000141956.14,286,354,253,311
ENSG00000236545.1,0,0,0,0
ENSG00000227698.1,1,6,3,3
ENSG00000251778.1,0,0,0,0
ENSG00000157617.17,486,361,354,323
ENSG00000173276.14,908,941,404,694
ENSG00000237232.9,7,6,2,4
ENSG00000177398.18,0,1,0,0
ENSG00000184385.2,0,0,0,0
ENSG00000160179.19,14,211,109,224
ENSG00000223262.1,0,0,0,0
ENSG00000160180.15,1,2,1,8
ENSG00000160181.9,0,0,0,0
ENSG00000160182.3,0,0,0,0
ENSG00000160183.17,1,0,0,0
ENSG00000160185.15,0,0,0,2
ENSG00000252619.1,0,0,0,0
ENSG00000160188.10,22,15,16,15
ENSG00000160190.14,945,313,566,446
ENSG00000239930.2,0,0,0,0
ENSG00000231867.1,0,0,0,0
ENSG00000235772.1,0,0,0,0
ENSG00000225431.1,0,0,0,0
ENSG00000235023.1,0,0,1,1
ENSG00000160191.18,36,57,16,130
ENSG00000225731.1,0,0,0,0
ENSG00000283051.1,0,0,0,0
ENSG00000233754.2,0,0,0,0
ENSG00000225218.1,3,3,2,2
ENSG00000160193.12,353,276,127,211
ENSG00000160194.18,738,564,539,753
ENSG00000233056.2,3,0,0,0
ENSG00000264580.1,0,0,0,0
ENSG00000224100.1,0,0,0,0
ENSG00000160199.15,772,638,501,630
ENSG00000160200.18,185,68,10,83
ENSG00000160201.12,82,71,45,74
ENSG00000286549.1,0,7,0,0
ENSG00000232777.1,0,0,0,0
ENSG00000236663.1,0,0,0,0
ENSG00000228120.2,0,0,0,0
ENSG00000160202.7,0,0,0,0
ENSG00000237864.1,0,0,0,0
ENSG00000237989.1,10,0,0,2
ENSG00000225637.1,0,0,0,0
ENSG00000142178.9,331,37,0,0
ENSG00000188660.4,0,0,0,0
ENSG00000185186.10,1,1,1,2
ENSG00000223975.1,0,0,0,0
ENSG00000160207.9,48,37,12,14
ENSG00000214326.2,0,0,0,0
ENSG00000234289.6,0,0,0,0
ENSG00000278433.1,0,0,0,0
ENSG00000160208.13,2178,2269,1288,1825
ENSG00000160209.19,4044,5838,4540,5452
ENSG00000281420.1,0,0,0,0
ENSG00000287507.1,0,7,1,5
ENSG00000160213.9,1725,4517,6126,5527
ENSG00000234030.1,0,1,0,1
ENSG00000160214.13,863,900,673,826
ENSG00000215458.8,0,0,0,0
ENSG00000226543.3,0,0,0,0
ENSG00000160216.21,1681,2007,1347,1523
ENSG00000199598.1,0,0,0,0
ENSG00000288593.1,0,0,0,0
ENSG00000252606.1,0,0,0,0
ENSG00000160218.13,1250,1088,493,604
ENSG00000213440.2,0,0,1,0
ENSG00000241945.8,12,4,9,17
ENSG00000160221.18,4,4,4,11
ENSG00000225331.1,0,0,0,0
ENSG00000285413.1,0,0,0,0
ENSG00000237604.1,0,0,0,1
ENSG00000232124.3,0,0,0,1
ENSG00000160223.17,9,33,46,32
ENSG00000278158.1,0,0,0,0
ENSG00000275799.1,0,0,0,0
ENSG00000142182.9,0,0,0,0
ENSG00000232010.1,0,0,0,0
ENSG00000160224.17,2,0,0,2
ENSG00000141959.17,2901,2600,2717,3416
ENSG00000241728.5,0,0,0,0
ENSG00000160226.16,303,419,351,473
ENSG00000184441.4,43,61,68,90
ENSG00000232969.1,0,0,2,0
ENSG00000260256.1,0,0,0,0
ENSG00000142185.16,3,2,1,0
ENSG00000230061.2,0,0,0,0
ENSG00000266692.1,0,0,0,0
ENSG00000264452.1,0,0,0,0
ENSG00000229356.1,0,0,0,1
ENSG00000160233.8,167,19,84,114
ENSG00000224747.1,0,0,0,0
ENSG00000223431.1,4,0,0,0
ENSG00000227999.1,0,0,0,0
ENSG00000274225.1,9,0,1,1
ENSG00000228709.1,0,0,19,4
ENSG00000277352.1,0,0,1,0
ENSG00000175894.18,0,0,3,0
ENSG00000235890.2,0,0,99,9
ENSG00000182912.6,1,0,174,21
ENSG00000287088.1,0,0,0,3
ENSG00000215455.4,0,0,0,0
ENSG00000205445.3,0,0,0,0
ENSG00000212935.2,0,0,0,0
ENSG00000215454.6,0,0,0,0
ENSG00000241123.1,0,0,0,0
ENSG00000188155.11,0,0,0,0
ENSG00000272804.3,0,0,0,0
ENSG00000187766.1,0,0,0,0
ENSG00000221837.6,0,0,0,0
ENSG00000221859.2,0,0,0,0
ENSG00000243489.4,0,0,0,0
ENSG00000212933.1,0,0,0,0
ENSG00000205439.10,0,0,0,0
ENSG00000221864.4,0,0,0,0
ENSG00000229880.1,1,3,1,0
ENSG00000187175.5,0,0,0,0
ENSG00000276647.1,0,0,0,0
ENSG00000189169.7,0,0,0,0
ENSG00000236382.1,0,0,0,0
ENSG00000184787.19,2437,2729,1529,2094
ENSG00000236519.1,3,2,2,4
ENSG00000184900.16,2824,3062,2119,2360
ENSG00000183255.12,9666,8794,6599,6628
ENSG00000160255.18,51,17,7,6
ENSG00000227039.6,6,1,3,0
ENSG00000273027.1,4,6,2,8
ENSG00000183250.12,90,139,41,66
ENSG00000272825.1,3,0,0,0
ENSG00000160256.13,522,319,235,313
ENSG00000276529.1,16,18,17,28
ENSG00000234880.1,0,0,0,0
ENSG00000261706.1,0,0,1,0
ENSG00000275874.1,9,0,3,0
ENSG00000235374.2,26,39,31,47
ENSG00000197381.16,1012,1045,542,865
ENSG00000267857.2,0,0,0,0
ENSG00000182586.9,0,0,1,1
ENSG00000186866.16,2376,2521,2263,2585
ENSG00000223768.2,1393,1056,686,918
ENSG00000286262.1,0,1,0,0
ENSG00000184274.3,1,0,0,0
ENSG00000229382.1,0,0,0,0
ENSG00000237664.1,0,0,0,0
ENSG00000228930.1,0,0,0,0
ENSG00000228355.1,0,0,0,0
ENSG00000273796.1,28,8,25,29
ENSG00000182871.16,14122,16321,11111,10172
ENSG00000224574.1,0,0,0,1
ENSG00000183535.9,0,0,0,0
ENSG00000275167.1,0,0,0,0
ENSG00000173638.19,315,219,232,405
ENSG00000233922.3,1,0,0,3
ENSG00000286082.1,0,0,0,0
ENSG00000286594.1,0,0,0,0
ENSG00000183570.16,24,90,55,34
ENSG00000275139.1,0,0,0,0
ENSG00000205424.2,0,0,13,5
ENSG00000286886.1,2,0,3,0
ENSG00000276633.1,0,1,0,0
ENSG00000280604.1,1,10,1,3
ENSG00000274248.1,5,1,9,4
ENSG00000142156.15,90639,131184,66120,76542
ENSG00000224413.1,2,0,0,0
ENSG00000228235.1,0,0,0,0
ENSG00000226115.1,0,0,0,0
ENSG00000233767.1,0,0,0,0
ENSG00000227438.1,8,7,8,10
ENSG00000142173.16,88982,125779,70971,78293
ENSG00000160282.14,20,23,16,24
ENSG00000237338.1,0,0,0,0
ENSG00000160284.15,343,199,188,317
ENSG00000228404.1,0,0,0,0
ENSG00000160285.15,3419,2646,2959,3430
ENSG00000223901.2,0,0,0,1
ENSG00000215424.10,63,62,48,76
ENSG00000160294.11,3892,3293,1787,2489
ENSG00000228137.1,2,2,5,4
ENSG00000239415.1,3,3,2,1
ENSG00000182362.14,285,381,274,254
ENSG00000160298.18,214,77,67,212
ENSG00000160299.17,1689,1317,695,1182
ENSG00000286224.1,0,0,0,0
ENSG00000225043.1,0,0,0,1
ENSG00000160305.18,1130,1161,709,936
ENSG00000223692.1,1,1,0,0
ENSG00000202239.1,0,0,0,0
ENSG00000160307.10,5,0,11,0
ENSG00000160310.18,3257,4052,3325,2903
ENSG00000230982.1,0,0,0,0
ENSG00000212932.3,0,0,2,0
ENSG00000277248.1,0,0,0,0
ENSG00000283047.1,0,2,2,0
ENSG00000279973.2,1,0,0,0
ENSG00000226444.2,0,0,0,0
ENSG00000276871.1,0,0,0,0
ENSG00000288262.1,1,0,0,1
ENSG00000286406.1,4,5,0,0
ENSG00000283023.1,1,4,1,0
ENSG00000276138.1,0,0,0,0
ENSG00000280341.1,0,0,0,0
ENSG00000236235.1,0,0,0,0
ENSG00000279442.1,0,0,0,0
ENSG00000184624.4,0,0,0,0
ENSG00000236097.1,0,0,0,0
ENSG00000236831.1,0,0,0,0
ENSG00000130538.5,0,0,0,0
ENSG00000237299.1,0,0,0,0
ENSG00000235759.1,0,0,0,0
ENSG00000233408.1,0,0,0,0
ENSG00000215268.3,1,0,0,0
ENSG00000213727.3,0,0,0,0
ENSG00000230643.1,0,0,0,0
ENSG00000230471.1,0,0,0,0
ENSG00000231565.1,0,0,0,0
ENSG00000226474.1,0,0,0,0
ENSG00000224435.2,0,0,0,0
ENSG00000234381.1,0,0,0,0
ENSG00000198062.15,0,0,0,0
ENSG00000236666.1,0,0,0,0
ENSG00000212216.1,0,0,0,0
ENSG00000241838.3,0,0,0,0
ENSG00000225255.6,0,0,0,0
ENSG00000235992.1,0,0,0,0
ENSG00000206195.11,0,0,0,0
ENSG00000271127.2,0,0,0,0
ENSG00000232775.6,0,0,0,0
ENSG00000272872.1,0,0,0,0
ENSG00000271672.1,0,0,0,0
ENSG00000223875.2,0,0,0,0
ENSG00000215270.3,0,0,0,0
ENSG00000229286.1,0,0,0,0
ENSG00000233866.1,0,0,0,0
ENSG00000278188.1,0,0,0,0
ENSG00000225293.1,0,0,0,0
ENSG00000226160.1,0,0,0,0
ENSG00000229658.1,0,0,0,0
ENSG00000227367.1,0,0,0,0
ENSG00000280263.1,0,0,0,0
ENSG00000235969.1,0,0,0,0
ENSG00000273362.1,0,0,0,0
ENSG00000233995.1,0,0,0,0
ENSG00000239435.2,0,0,0,0
ENSG00000198445.4,0,0,0,0
ENSG00000287285.1,0,0,0,0
ENSG00000240122.1,0,0,1,1
ENSG00000100181.22,1,0,0,0
ENSG00000283633.1,0,0,0,0
ENSG00000267338.1,0,0,0,0
ENSG00000249288.1,0,0,0,0
ENSG00000249263.2,0,0,0,0
ENSG00000189295.13,0,0,0,0
ENSG00000259271.1,0,0,0,0
ENSG00000273244.1,0,0,0,0
ENSG00000241717.1,0,0,0,0
ENSG00000288024.1,0,0,0,0
ENSG00000235343.2,0,0,0,0
ENSG00000172967.7,0,0,0,0
ENSG00000229027.3,0,0,0,0
ENSG00000234121.1,0,0,0,0
ENSG00000283535.1,0,0,0,0
ENSG00000237835.1,0,0,0,0
ENSG00000220248.1,0,1,0,0
ENSG00000237689.1,0,0,0,0
ENSG00000228122.1,0,0,0,0
ENSG00000237358.1,0,0,0,0
ENSG00000225480.1,0,0,0,0
ENSG00000230481.2,0,0,0,0
ENSG00000253691.2,0,0,0,0
