0,P2,P2 w/ testosterone,P5,P5 w/ testosterone,P11,P12,P12 w/ testosterone
ENSG00000089335.21,1303,1451,672,1361,1499,952,1168
ENSG00000274104.1,27,12,4,13,7,17,7
ENSG00000197841.15,511,535,289,592,548,423,458
ENSG00000153896.19,222,242,128,235,260,277,338
ENSG00000270281.1,0,0,0,0,0,0,0
ENSG00000267767.3,0,0,0,0,0,0,1
ENSG00000261754.2,0,0,0,0,0,1,1
ENSG00000271666.1,0,0,0,0,0,0,0
ENSG00000269086.3,0,0,0,0,0,0,0
ENSG00000271109.2,0,0,0,0,0,1,1
ENSG00000270624.1,0,0,0,0,0,0,0
ENSG00000271171.3,0,0,1,2,0,0,0
ENSG00000269037.1,0,0,0,0,0,0,0
ENSG00000270876.1,1,4,0,4,0,2,2
ENSG00000168661.15,119,112,64,137,117,174,197
ENSG00000280106.1,13,7,1,9,8,5,6
ENSG00000180884.10,39,52,29,76,46,93,57
ENSG00000089351.14,1408,1505,749,1647,1251,1687,1487
ENSG00000269303.1,0,0,0,0,0,0,0
ENSG00000271032.1,0,0,0,0,0,0,0
ENSG00000105711.13,134,126,112,309,147,243,261
ENSG00000105707.14,1,1,0,1,1,0,2
ENSG00000227392.2,0,0,0,0,0,0,0
ENSG00000179066.8,2,0,0,0,2,0,0
ENSG00000285526.1,0,0,0,0,0,0,0
ENSG00000089356.18,0,0,0,0,0,0,0
ENSG00000284065.1,0,0,0,0,0,0,0
ENSG00000153902.14,0,2,0,4,2,6,4
ENSG00000279619.1,0,1,0,0,1,3,6
ENSG00000266964.6,0,0,0,0,0,0,0
ENSG00000221857.7,0,0,0,0,0,0,0
ENSG00000221946.8,2,0,0,0,0,0,0
ENSG00000089327.15,717,590,370,688,1039,2225,1923
ENSG00000177558.3,0,0,0,0,0,0,0
ENSG00000262497.1,0,0,0,0,0,0,0
ENSG00000105699.16,5,6,6,9,14,11,12
ENSG00000271366.1,1,0,0,0,0,0,0
ENSG00000268947.1,0,0,0,0,0,0,0
ENSG00000105698.16,2754,2605,1261,2391,2351,2654,2435
ENSG00000105697.9,0,1,0,1,0,0,0
ENSG00000105695.15,0,0,0,0,0,1,0
ENSG00000012124.17,0,0,0,0,0,0,0
ENSG00000269553.1,0,0,0,0,0,0,0
ENSG00000284034.1,0,0,0,0,0,0,0
ENSG00000126266.3,0,0,0,0,0,0,0
ENSG00000185897.7,0,0,0,0,0,0,0
ENSG00000126251.6,0,0,0,0,0,0,0
ENSG00000268222.1,2,2,1,4,3,3,6
ENSG00000205786.8,0,0,0,0,0,0,0
ENSG00000283479.1,0,0,0,0,0,0,0
ENSG00000264400.2,0,0,0,0,0,0,0
ENSG00000233214.1,0,0,0,0,0,0,0
ENSG00000232680.2,0,0,0,0,0,0,0
ENSG00000126262.4,0,0,0,0,0,0,0
ENSG00000188508.11,0,0,0,0,0,0,0
ENSG00000161249.21,76,78,48,94,139,0,2
ENSG00000189001.11,22,19,4,4,9,18,18
ENSG00000105679.9,0,1,0,0,1,0,0
ENSG00000236144.8,192,229,103,273,179,263,266
ENSG00000105677.12,2186,1604,804,1565,1826,1797,1666
ENSG00000105675.9,0,0,0,0,0,0,0
ENSG00000283907.1,17,0,1,2,2,4,4
ENSG00000283758.2,0,0,0,0,0,0,0
ENSG00000224910.2,0,0,0,0,0,0,0
ENSG00000267626.1,0,0,0,0,0,0,0
ENSG00000249115.9,381,425,172,426,346,154,163
ENSG00000126254.12,1722,1509,709,1307,1563,1954,1988
ENSG00000105672.14,61,39,18,31,44,22,28
ENSG00000126267.11,1940,1541,922,1768,1715,1963,2264
ENSG00000105668.7,2,3,0,0,2,9,11
ENSG00000226510.1,0,0,1,0,0,2,5
ENSG00000267190.1,0,0,0,0,0,0,0
ENSG00000011590.14,0,0,1,0,0,0,0
ENSG00000272333.7,1017,1612,656,1627,1507,1422,1279
ENSG00000126246.10,4,5,1,2,5,0,6
ENSG00000267120.3,0,0,0,0,0,0,0
ENSG00000161265.15,41,57,36,80,50,36,33
ENSG00000205155.8,224,186,98,173,154,293,261
ENSG00000188223.9,0,0,0,0,0,0,0
ENSG00000267439.1,1,0,2,1,1,1,0
ENSG00000267796.8,72,70,26,79,65,89,67
ENSG00000267328.1,2,1,0,0,1,8,3
ENSG00000004776.13,993,864,9,19,196,2,0
ENSG00000167595.15,347,443,156,365,455,433,477
ENSG00000267049.1,0,0,0,0,0,0,0
ENSG00000004777.18,135,174,75,244,120,44,50
ENSG00000225872.4,0,0,0,0,0,0,0
ENSG00000250799.11,0,0,0,0,0,1,0
ENSG00000161270.19,0,1,0,1,6,1,0
ENSG00000126259.20,0,0,0,0,0,0,3
ENSG00000105290.13,112,93,32,78,156,1212,1327
ENSG00000243968.2,0,0,0,0,0,0,0
ENSG00000167604.14,79,80,35,85,56,55,48
ENSG00000280194.1,0,1,1,3,0,5,5
ENSG00000126264.10,7,2,1,2,7,13,20
ENSG00000011600.12,0,0,0,0,0,0,0
ENSG00000126243.9,657,633,361,734,576,623,549
ENSG00000267786.1,2,0,1,0,1,4,5
ENSG00000267113.1,4,2,1,1,0,1,4
ENSG00000267388.1,0,0,0,3,0,2,2
ENSG00000205138.4,334,251,87,215,236,294,369
ENSG00000181392.17,0,1,0,2,3,6,4
ENSG00000248101.2,0,0,0,0,0,0,0
ENSG00000239382.10,17,28,14,34,24,21,30
ENSG00000267698.1,5,3,1,3,0,0,1
ENSG00000105270.15,1838,1762,1249,2540,2137,2470,2824
ENSG00000161277.11,475,392,161,348,364,180,289
ENSG00000075702.18,102,108,51,71,154,37,26
ENSG00000280023.1,0,0,0,1,0,0,0
ENSG00000105261.7,0,0,0,0,2,0,0
ENSG00000105258.9,459,363,200,358,384,351,410
ENSG00000105254.12,1222,1118,551,1086,1158,2220,2190
ENSG00000279504.1,2,0,1,0,0,2,2
ENSG00000126247.11,5490,4876,2277,4570,4514,8237,8569
ENSG00000270760.1,0,0,0,0,0,0,0
ENSG00000161281.11,226,136,1,1,0,0,0
ENSG00000267005.1,0,0,0,0,0,0,0
ENSG00000196357.12,98,116,50,122,130,150,177
ENSG00000200179.1,0,0,0,0,0,0,0
ENSG00000167635.11,3213,3308,1476,3146,3411,3226,3413
ENSG00000232677.9,190,215,71,123,209,38,62
ENSG00000267053.8,2,7,1,1,3,5,6
ENSG00000142065.14,257,298,149,363,310,229,257
ENSG00000266973.1,0,0,0,0,0,1,0
ENSG00000267363.1,0,0,0,0,0,0,0
ENSG00000181007.9,284,323,149,366,322,289,350
ENSG00000267142.1,1,0,0,1,0,0,0
ENSG00000186017.14,353,353,178,409,417,454,489
ENSG00000267309.1,54,49,20,55,38,43,63
ENSG00000267091.1,0,0,0,2,0,2,3
ENSG00000254004.7,668,764,472,955,813,1087,1175
ENSG00000228629.2,0,1,0,2,4,2,2
ENSG00000186020.13,464,533,271,530,580,655,754
ENSG00000233527.9,79,93,52,138,94,124,141
ENSG00000161298.18,201,226,116,238,215,209,228
ENSG00000197808.12,162,171,73,207,189,262,277
ENSG00000276071.1,2,13,1,12,5,12,15
ENSG00000225975.7,30,80,25,70,45,91,98
ENSG00000189042.13,186,216,104,225,268,249,244
ENSG00000267041.6,86,85,34,62,55,59,78
ENSG00000267260.2,9,18,0,0,2,6,1
ENSG00000267353.1,0,0,0,0,0,0,0
ENSG00000267254.7,95,126,0,0,2,2,0
ENSG00000197863.9,98,134,65,202,142,183,207
ENSG00000251247.11,137,173,115,227,201,66,103
ENSG00000206669.1,0,0,0,0,0,0,0
ENSG00000185869.14,152,175,0,3,65,0,0
ENSG00000243297.2,4,2,4,1,2,0,3
ENSG00000198453.13,284,254,19,30,132,35,28
ENSG00000197050.11,219,213,128,297,256,206,259
ENSG00000275547.1,0,0,0,0,0,0,0
ENSG00000267345.1,0,0,1,1,2,1,2
ENSG00000267672.1,0,0,0,0,0,1,0
ENSG00000267360.6,0,0,0,0,0,0,0
ENSG00000196967.11,219,289,122,291,285,159,162
ENSG00000267437.1,0,0,0,0,0,0,0
ENSG00000245680.11,285,326,75,116,192,10,12
ENSG00000188283.11,248,288,145,317,347,424,427
ENSG00000267605.7,0,0,0,0,0,0,2
ENSG00000226686.8,74,72,0,0,0,2,0
ENSG00000286449.1,2,1,0,0,0,0,0
ENSG00000181666.18,679,713,376,807,651,942,963
ENSG00000276846.1,11,4,1,6,12,16,20
ENSG00000267682.1,1,6,0,12,1,7,5
ENSG00000189164.15,216,260,117,259,193,196,233
ENSG00000279936.1,0,0,0,0,0,0,0
ENSG00000196437.12,287,292,109,263,275,291,356
ENSG00000171827.11,274,280,150,320,306,388,395
ENSG00000266916.7,17,13,10,30,30,41,34
ENSG00000267115.1,0,0,0,1,4,0,0
ENSG00000188227.13,282,422,213,528,342,557,663
ENSG00000180458.2,0,5,0,2,1,0,1
ENSG00000267470.6,23,28,13,24,35,16,26
ENSG00000171817.17,37,53,27,91,82,28,32
ENSG00000180479.14,130,148,69,181,160,139,161
ENSG00000120784.16,332,369,189,454,320,476,521
ENSG00000196381.11,69,71,42,100,26,17,32
ENSG00000267552.6,0,0,0,0,0,0,0
ENSG00000267319.1,0,1,2,4,3,1,1
ENSG00000198182.13,165,190,102,244,144,182,155
ENSG00000267152.1,49,46,25,34,26,39,34
ENSG00000287496.1,0,0,0,0,0,0,0
ENSG00000189144.13,26,71,34,95,74,77,76
ENSG00000267422.1,32,33,24,42,53,62,50
ENSG00000267640.6,43,48,20,38,0,0,0
ENSG00000225868.7,0,2,1,0,0,0,0
ENSG00000171804.11,0,0,0,1,0,0,0
ENSG00000105738.11,606,739,392,849,864,2159,2264
ENSG00000268051.1,0,1,0,0,0,0,1
ENSG00000268764.1,0,0,0,0,0,0,0
ENSG00000269653.1,0,0,0,0,2,0,3
ENSG00000268499.1,0,0,1,0,1,4,5
ENSG00000275132.1,0,0,0,0,1,2,1
ENSG00000011332.19,74,70,15,73,63,35,54
ENSG00000167642.13,106,92,62,118,355,158,321
ENSG00000167641.11,6,3,0,2,27,32,48
ENSG00000267748.4,0,0,0,0,0,0,0
ENSG00000286037.1,0,0,0,1,0,0,2
ENSG00000200209.1,1,0,0,0,0,0,0
ENSG00000167645.17,1600,1452,519,1054,1565,2802,2947
ENSG00000167644.12,6,7,2,3,0,0,2
ENSG00000099337.5,761,773,244,499,830,3926,4137
ENSG00000099338.23,8,23,4,21,22,40,62
ENSG00000266963.1,0,0,0,0,0,0,0
ENSG00000099341.11,4270,3436,1511,2982,3692,7767,8322
ENSG00000179168.15,27,33,27,42,15,20,21
ENSG00000267090.1,0,2,0,0,2,4,4
ENSG00000188766.12,110,124,68,164,108,892,990
ENSG00000130244.12,285,277,149,321,279,342,361
ENSG00000171777.16,0,0,0,0,0,0,0
ENSG00000196218.13,2,8,9,9,15,3,1
ENSG00000269445.1,0,0,0,0,0,0,0
ENSG00000268055.1,0,0,0,0,0,0,0
ENSG00000104814.13,12,8,6,12,8,6,4
ENSG00000267291.1,0,1,0,0,0,0,0
ENSG00000178982.10,3098,2581,1203,2307,2616,2555,2901
ENSG00000130402.12,8923,9652,4020,8513,10035,27235,25180
ENSG00000267375.1,0,0,0,0,0,0,0
ENSG00000182472.9,9,6,1,6,1,19,12
ENSG00000267892.1,0,1,0,0,0,0,1
ENSG00000205076.4,1,0,0,0,5,0,0
ENSG00000178934.5,7,10,1,1,0,0,0
ENSG00000207296.1,1,0,0,0,0,0,0
ENSG00000171747.9,5,5,0,4,0,1,2
ENSG00000104823.9,1082,873,461,874,1090,530,611
ENSG00000268083.5,0,0,0,0,0,0,0
ENSG00000268756.1,0,0,0,0,0,0,0
ENSG00000104824.17,2769,2898,1348,2822,2899,2623,2844
ENSG00000269688.1,4,7,5,18,3,6,4
ENSG00000187994.14,69,48,21,53,91,15,13
ENSG00000269050.1,0,0,0,0,0,0,0
ENSG00000068903.20,2202,2020,953,2045,1983,1580,1432
ENSG00000104825.17,474,438,157,309,479,639,695
ENSG00000262484.1,3,4,4,5,7,5,11
ENSG00000104835.15,41,36,20,35,35,26,29
ENSG00000269547.1,0,0,0,1,0,0,0
ENSG00000128626.11,395,299,158,267,303,754,785
ENSG00000269486.2,34,32,16,42,61,16,17
ENSG00000269190.6,688,686,335,677,1093,566,611
ENSG00000287271.1,0,0,0,0,0,0,0
ENSG00000161243.9,167,165,65,198,96,334,338
ENSG00000267992.1,0,0,0,0,0,0,0
ENSG00000183760.11,0,0,0,0,0,0,2
ENSG00000130669.17,805,738,344,630,658,1226,1120
ENSG00000269172.1,0,0,0,0,0,0,0
ENSG00000188505.5,0,0,0,0,0,2,1
ENSG00000179751.7,0,0,0,0,0,0,0
ENSG00000268510.1,0,0,0,0,0,0,0
ENSG00000197110.9,0,0,0,0,0,0,0
ENSG00000272395.7,0,0,0,0,0,0,0
ENSG00000213926.3,0,0,0,0,0,0,0
ENSG00000272311.1,0,0,0,0,0,0,0
ENSG00000183709.8,0,0,0,0,0,0,0
ENSG00000182393.3,0,0,0,0,0,0,1
ENSG00000128011.5,53,42,20,33,61,48,47
ENSG00000130755.13,0,0,0,0,0,3,6
ENSG00000269246.1,0,0,0,0,0,3,1
ENSG00000179134.15,2855,3248,1417,3175,2834,3294,2856
ENSG00000241983.3,0,0,0,3,1,4,4
ENSG00000006712.15,1658,1561,739,1493,1603,1940,1964
ENSG00000063322.15,1526,1479,742,1431,1408,1695,1613
ENSG00000128016.7,1696,1541,762,1551,2097,470,588
ENSG00000266559.1,0,0,0,0,0,0,0
ENSG00000090924.15,668,874,437,1093,949,1543,1376
ENSG00000105193.9,12140,9314,4662,8488,10969,7549,8537
ENSG00000196235.14,3834,4292,1761,3885,3958,5893,6246
ENSG00000105197.11,995,938,495,917,1039,1501,1651
ENSG00000090932.11,2,2,5,4,7,35,27
ENSG00000186838.13,1,0,0,0,0,0,0
ENSG00000176401.6,107,80,43,109,72,71,75
ENSG00000269792.1,0,0,0,0,0,1,3
ENSG00000269584.1,0,1,0,1,1,1,1
ENSG00000176396.11,483,432,232,403,489,711,675
ENSG00000269588.1,0,0,0,0,0,0,0
ENSG00000269188.1,0,0,0,0,0,0,0
ENSG00000244253.1,0,0,0,0,0,0,0
ENSG00000243581.1,0,0,0,0,0,0,0
ENSG00000239320.1,0,0,0,0,0,0,0
ENSG00000105198.11,0,0,0,0,0,0,0
ENSG00000269519.1,0,0,0,0,0,0,0
ENSG00000268153.5,0,0,0,0,0,0,0
ENSG00000268243.1,0,0,0,0,0,0,0
ENSG00000249861.4,0,0,0,0,0,0,0
ENSG00000226025.9,3,2,0,0,2,0,0
ENSG00000269460.1,0,0,0,0,0,0,0
ENSG00000268088.1,0,0,0,0,0,0,0
ENSG00000240320.1,0,0,0,0,0,0,0
ENSG00000006659.13,0,0,0,0,0,0,0
ENSG00000278813.1,0,0,0,0,0,0,0
ENSG00000105205.7,0,0,0,0,0,0,0
ENSG00000213921.7,0,0,0,0,0,0,0
ENSG00000276445.1,4,5,3,5,5,9,3
ENSG00000105204.14,557,569,319,606,521,579,501
ENSG00000277759.1,0,0,0,0,0,0,0
ENSG00000105202.9,2733,2233,1109,2035,2260,1251,1439
ENSG00000275395.6,14,14,6,18,81,306,359
ENSG00000187534.6,57,52,22,46,57,81,69
ENSG00000013275.8,2339,2298,933,1686,1891,3199,3189
ENSG00000187187.14,131,166,105,173,150,59,59
ENSG00000269069.1,12,31,16,52,19,22,36
ENSG00000128000.17,325,475,188,550,382,286,333
ENSG00000269749.1,0,0,0,0,0,0,0
ENSG00000197782.14,300,372,180,350,396,396,466
ENSG00000269296.1,0,0,0,0,0,2,0
ENSG00000230086.1,0,0,0,0,0,0,0
ENSG00000130758.8,383,443,182,377,400,649,620
ENSG00000174521.7,1,0,0,1,1,0,0
ENSG00000105219.10,2,6,4,6,10,19,16
ENSG00000105221.18,2945,3488,1615,3746,3910,2967,3010
ENSG00000205041.1,4,44,7,47,56,16,40
ENSG00000207631.1,1,6,2,9,5,0,1
ENSG00000206674.1,2,1,2,3,1,2,2
ENSG00000160392.13,337,341,118,314,455,517,529
ENSG00000207281.1,0,0,0,0,0,0,0
ENSG00000206925.1,0,0,0,0,0,0,0
ENSG00000105223.20,20445,18195,10557,20798,31471,19594,19241
ENSG00000279759.1,38,128,37,172,95,221,249
ENSG00000275652.1,0,0,0,0,0,0,0
ENSG00000160396.9,12,8,2,5,11,5,9
ENSG00000105227.16,395,431,232,445,621,328,434
ENSG00000197019.5,425,367,216,389,466,496,464
ENSG00000277453.1,0,2,0,3,0,0,1
ENSG00000167565.13,716,624,256,556,860,762,705
ENSG00000268366.1,0,2,0,0,0,0,0
ENSG00000090013.11,1704,1259,548,1063,1185,1233,1124
ENSG00000277510.1,0,0,0,0,0,0,0
ENSG00000160460.16,45,57,15,58,45,83,104
ENSG00000160410.15,948,941,452,932,814,1103,1067
ENSG00000090006.18,9370,10372,4543,9424,12913,2806,2992
ENSG00000105245.9,3187,3058,1561,3298,3376,2417,2232
ENSG00000123815.12,677,690,324,736,822,356,436
ENSG00000223284.1,0,0,1,1,0,0,3
ENSG00000086544.3,1140,1194,469,1099,1330,1398,1784
ENSG00000188493.15,344,321,150,333,299,226,269
ENSG00000077312.9,1043,930,465,891,960,660,690
ENSG00000261857.7,0,0,0,0,0,0,0
ENSG00000268975.2,0,0,0,0,0,0,0
ENSG00000167578.18,5,19,10,23,14,8,16
ENSG00000171570.11,0,0,0,0,0,0,0
ENSG00000282951.1,0,0,0,0,1,0,0
ENSG00000269858.6,140,265,95,315,198,160,181
ENSG00000268797.1,0,0,0,0,0,0,0
ENSG00000233622.3,26,13,13,19,35,9,11
ENSG00000237118.3,0,1,0,0,0,0,0
ENSG00000269843.1,0,0,0,0,0,0,0
ENSG00000279108.1,28,22,12,52,60,7,8
ENSG00000255974.8,0,1,0,0,0,0,0
ENSG00000198077.10,0,0,0,0,0,1,0
ENSG00000130612.16,1,3,1,9,2,1,0
ENSG00000198251.7,0,0,0,0,0,0,0
ENSG00000256612.7,12,9,4,4,7,0,1
ENSG00000269353.1,0,0,0,0,0,0,0
ENSG00000197408.10,0,0,0,0,0,0,0
ENSG00000213908.4,0,0,0,0,0,0,0
ENSG00000268101.2,0,0,0,0,0,0,0
ENSG00000271299.1,0,0,0,0,0,0,0
ENSG00000197838.5,0,0,0,0,0,0,0
ENSG00000197446.9,0,0,0,0,0,0,0
ENSG00000268529.1,0,0,0,1,0,0,0
ENSG00000224476.3,0,0,0,0,0,0,0
ENSG00000264423.2,0,0,0,0,0,0,0
ENSG00000167600.14,4,1,0,1,5,27,17
ENSG00000167601.12,3427,3656,1408,3019,3535,5347,4776
ENSG00000269652.1,0,0,0,0,1,0,1
ENSG00000105323.17,7123,7332,3179,6990,7773,6935,6657
ENSG00000239868.3,0,0,0,0,1,0,0
ENSG00000105329.10,1732,1764,697,1396,1347,6507,4095
ENSG00000286177.1,25,20,11,27,38,139,104
ENSG00000142039.4,1366,1362,594,1347,1316,726,830
ENSG00000255730.5,0,0,0,0,0,0,0
ENSG00000142046.15,66,52,43,74,81,75,79
ENSG00000123810.9,65,55,12,39,56,93,108
ENSG00000277744.1,6,6,7,22,11,9,6
ENSG00000077348.9,184,153,72,134,140,169,203
ENSG00000248098.12,2,8,0,6,4,3,8
ENSG00000268987.1,0,0,0,0,0,0,0
ENSG00000268475.1,0,0,2,1,0,0,2
ENSG00000177191.2,7,7,9,10,27,18,10
ENSG00000105341.19,802,708,321,683,879,945,974
ENSG00000277136.1,0,0,0,0,0,0,0
ENSG00000204978.3,0,0,0,0,0,0,0
ENSG00000267107.8,0,0,0,0,0,0,0
ENSG00000268034.1,41,22,16,22,26,50,44
ENSG00000269800.1,8,8,9,6,9,10,9
ENSG00000268355.1,0,0,0,0,0,1,1
ENSG00000270164.1,0,0,0,0,0,0,2
ENSG00000268027.5,0,0,0,0,0,0,0
ENSG00000007129.18,0,0,0,0,0,0,0
ENSG00000280014.1,0,0,0,0,0,0,0
ENSG00000239736.2,0,0,0,0,0,0,0
ENSG00000269266.1,0,0,0,0,0,0,0
ENSG00000105352.10,0,0,0,0,0,0,0
ENSG00000268997.1,0,0,0,0,0,0,0
ENSG00000269354.1,0,0,0,0,0,0,0
ENSG00000268582.1,0,0,0,0,0,0,0
ENSG00000007306.15,0,0,0,0,0,0,0
ENSG00000105388.16,0,0,0,0,1,0,0
ENSG00000267881.2,0,0,0,0,0,0,0
ENSG00000086548.9,0,0,0,0,0,1,0
ENSG00000268833.1,0,0,0,0,0,0,0
ENSG00000170956.17,0,0,0,0,0,0,0
ENSG00000269119.1,10,6,6,18,8,6,1
ENSG00000278239.1,0,0,0,0,0,0,0
ENSG00000273111.6,0,0,0,0,0,0,0
ENSG00000142025.16,0,0,0,0,0,0,0
ENSG00000105372.8,16321,12874,6453,12247,15234,17208,20644
ENSG00000276926.1,0,0,0,1,1,1,1
ENSG00000105369.10,1,8,5,1,6,7,10
ENSG00000076928.18,2016,2245,888,2113,2210,2225,2446
ENSG00000268041.2,6,7,3,4,9,11,14
ENSG00000105404.11,543,442,233,390,481,364,432
ENSG00000285505.1,0,0,0,0,0,0,0
ENSG00000105409.19,1,0,0,0,0,4,3
ENSG00000105737.9,7,13,3,3,14,1,3
ENSG00000105732.13,534,467,255,434,490,484,468
ENSG00000028277.21,171,187,47,107,145,2684,1975
ENSG00000254887.1,3,3,2,1,2,42,25
ENSG00000266226.1,0,0,0,0,0,0,0
ENSG00000259436.1,2,5,0,1,5,38,21
ENSG00000160570.14,762,680,282,521,545,1229,1197
ENSG00000167625.11,478,579,178,417,484,1044,1020
ENSG00000105723.12,1399,1189,603,1139,1200,1345,1256
ENSG00000268643.1,0,0,0,0,0,0,0
ENSG00000279539.1,1,2,0,0,3,3,3
ENSG00000105722.10,1648,1680,644,1554,1715,1430,1149
ENSG00000079432.7,6702,8430,3124,7479,8489,3298,3154
ENSG00000079462.7,743,636,344,739,568,166,163
ENSG00000188368.9,56,45,37,78,34,20,16
ENSG00000167619.13,3,1,1,6,1,3,0
ENSG00000105429.13,3420,4725,1872,4839,4245,4523,5505
ENSG00000277533.1,0,0,0,0,0,0,0
ENSG00000105427.10,28,22,15,31,16,7,9
ENSG00000213904.9,25,15,12,20,21,28,30
ENSG00000079435.10,94,109,25,66,128,63,57
ENSG00000268605.1,0,0,0,0,0,0,0
ENSG00000189377.9,0,0,0,0,1,0,0
ENSG00000253048.1,0,0,0,0,0,0,0
ENSG00000269374.1,62,65,23,63,70,95,86
ENSG00000079385.22,180,191,88,118,711,6,3
ENSG00000230558.2,0,0,0,0,0,0,0
ENSG00000124469.12,0,0,0,0,0,0,0
ENSG00000233681.1,0,0,0,0,0,0,0
ENSG00000231561.2,0,0,0,0,0,0,0
ENSG00000243167.1,3,2,0,3,0,0,1
ENSG00000221826.10,0,0,0,0,0,0,0
ENSG00000124467.19,0,0,0,0,0,0,0
ENSG00000238092.1,0,0,0,0,0,0,0
ENSG00000225877.1,0,0,0,0,0,0,0
ENSG00000248257.7,0,0,0,0,0,0,0
ENSG00000231924.9,0,0,0,0,0,0,0
ENSG00000170848.16,0,0,0,0,0,0,0
ENSG00000221878.13,0,0,0,0,0,0,0
ENSG00000227349.1,0,0,0,0,0,0,0
ENSG00000282943.1,0,0,0,0,0,0,0
ENSG00000243130.8,0,0,0,0,0,0,0
ENSG00000236932.2,0,0,0,0,0,0,0
ENSG00000242221.9,0,0,0,0,0,0,0
ENSG00000230529.1,0,0,0,0,0,0,0
ENSG00000227606.2,0,0,0,0,0,0,0
ENSG00000204941.14,0,0,0,0,0,1,0
ENSG00000243137.8,0,0,0,0,0,2,0
ENSG00000241104.5,0,0,0,0,0,0,0
ENSG00000183668.18,0,0,0,0,0,0,0
ENSG00000236123.1,0,0,0,0,0,0,0
ENSG00000230681.1,0,0,0,0,0,0,0
ENSG00000231412.2,0,0,0,0,0,0,0
ENSG00000204936.10,0,0,0,0,0,0,0
ENSG00000272396.1,0,0,0,0,0,0,0
ENSG00000204933.3,0,0,0,0,0,0,0
ENSG00000131126.19,0,0,0,0,0,0,0
ENSG00000124466.9,8,7,6,11,7,20,19
ENSG00000176531.10,100,106,64,105,107,406,406
ENSG00000105755.8,408,320,190,401,364,747,885
ENSG00000176472.10,178,166,56,135,119,106,108
ENSG00000073050.12,750,760,370,693,701,486,451
ENSG00000269177.1,0,0,0,0,1,0,1
ENSG00000268361.1,0,0,0,0,0,0,0
ENSG00000269583.1,0,0,0,0,0,7,7
ENSG00000234465.11,1,4,1,4,5,38,21
ENSG00000167378.8,743,744,340,782,769,1446,1381
ENSG00000124444.16,213,184,101,196,196,260,251
ENSG00000226763.5,12,11,3,30,13,17,6
ENSG00000131116.12,1141,978,619,1035,1118,1056,1117
ENSG00000105767.3,141,126,123,194,362,73,122
ENSG00000011422.12,768,609,288,534,196,3077,2309
ENSG00000239948.2,0,1,0,0,1,3,3
ENSG00000283525.1,6,5,3,7,1,1,1
ENSG00000124449.7,0,0,0,0,0,0,0
ENSG00000105771.14,869,889,359,792,797,1470,1628
ENSG00000104783.14,31,25,2,6,10,356,305
ENSG00000159871.15,9,4,5,9,1,0,4
ENSG00000268601.1,0,0,0,1,0,1,0
ENSG00000167637.18,110,131,0,0,10,237,244
ENSG00000176222.9,146,140,121,246,97,155,181
ENSG00000278917.1,4,12,0,0,2,0,1
ENSG00000267058.1,18,37,21,47,29,62,37
ENSG00000286613.1,5,6,3,15,11,13,11
ENSG00000267191.2,1,4,2,0,6,1,2
ENSG00000124459.12,378,437,232,457,466,714,724
ENSG00000159905.15,29,46,15,66,51,58,86
ENSG00000204920.11,207,210,144,268,273,322,294
ENSG00000277806.1,14,18,10,24,18,13,20
ENSG00000278492.1,9,7,4,3,4,5,6
ENSG00000266921.2,12,10,11,15,9,19,16
ENSG00000159882.13,153,129,65,176,122,133,129
ENSG00000267144.2,0,0,0,0,0,0,0
ENSG00000159885.14,131,129,53,87,90,175,177
ENSG00000267022.1,0,0,0,0,0,0,0
ENSG00000178386.13,21,19,15,24,22,31,22
ENSG00000186026.7,59,50,39,93,73,49,54
ENSG00000253021.1,0,0,0,0,0,0,0
ENSG00000267680.5,492,669,267,828,578,736,811
ENSG00000186019.11,123,137,17,30,163,22,33
ENSG00000256294.8,211,255,123,357,276,278,295
ENSG00000263002.8,356,443,198,475,440,491,529
ENSG00000287035.1,0,0,0,0,0,2,2
ENSG00000167380.16,513,548,234,525,477,635,718
ENSG00000131115.16,368,375,159,383,343,362,367
ENSG00000159917.17,166,185,75,171,192,174,170
ENSG00000279103.1,1,1,5,7,6,2,0
ENSG00000159915.12,62,61,0,10,41,20,33
ENSG00000270679.1,0,0,0,0,0,0,0
ENSG00000267590.1,0,0,0,0,0,0,0
ENSG00000062370.16,240,210,116,247,209,222,241
ENSG00000267173.1,0,0,0,0,0,0,0
ENSG00000267508.6,181,167,53,142,134,157,158
ENSG00000267188.1,0,0,0,0,0,0,0
ENSG00000278318.5,398,483,0,0,302,0,0
ENSG00000176761.7,0,0,0,0,1,0,1
ENSG00000167384.10,222,235,102,270,250,238,247
ENSG00000273777.5,0,1,0,0,0,0,0
ENSG00000267614.1,0,0,0,0,0,0,0
ENSG00000230666.5,0,2,0,1,0,0,0
ENSG00000224366.1,0,0,0,0,0,0,0
ENSG00000216588.9,6,2,1,3,0,6,1
ENSG00000266903.2,7,14,4,15,8,17,18
ENSG00000073008.15,1074,1357,410,978,1368,5409,4561
ENSG00000283673.1,0,0,0,0,0,0,0
ENSG00000186567.13,300,446,154,410,427,480,451
ENSG00000279095.1,0,0,0,0,0,0,0
ENSG00000213892.12,0,0,0,0,0,2,2
ENSG00000252200.1,0,0,0,0,0,0,0
ENSG00000069399.15,868,824,434,821,674,422,554
ENSG00000284258.1,0,0,0,0,0,0,0
ENSG00000253027.1,0,0,0,0,1,0,0
