0,C25,C25 w/ testosterone,C24,C24 w/ testosterone,C31,C31 w/ testosterone,C32
ENSG00000278218.1,0,0,0,0,0,0,0
ENSG00000275194.1,1,0,0,0,0,0,0
ENSG00000125363.14,3,10,8,9,346,502,7
ENSG00000263652.1,0,0,0,0,1,0,0
ENSG00000232392.1,0,0,0,1,0,0,0
ENSG00000282840.1,1,1,0,0,0,0,1
ENSG00000223418.1,0,0,0,0,0,0,0
ENSG00000005302.19,1591,2031,1253,1121,1006,953,582
ENSG00000169933.16,38,49,218,107,36,18,151
ENSG00000206792.1,0,0,0,0,0,0,0
ENSG00000206795.1,0,0,0,0,0,0,0
ENSG00000223487.1,0,0,0,0,0,0,0
ENSG00000231211.2,0,0,0,0,0,0,0
ENSG00000273800.1,0,0,0,0,0,0,0
ENSG00000271814.1,0,0,0,0,0,0,0
ENSG00000101911.13,1014,1322,916,804,834,901,949
ENSG00000229083.1,1,0,0,1,0,4,1
ENSG00000230691.1,0,0,0,0,0,0,0
ENSG00000196664.5,0,0,12,3,0,2,3
ENSG00000233338.1,0,0,2,4,1,0,4
ENSG00000101916.12,0,0,0,0,0,0,0
ENSG00000205542.11,62473,86491,76647,105826,62240,75402,51053
ENSG00000187268.12,0,0,0,0,0,0,1
ENSG00000261030.1,0,0,0,0,0,0,0
ENSG00000235385.2,1,2,12,7,44,43,3
ENSG00000231216.1,0,0,0,0,0,0,0
ENSG00000123594.5,0,0,0,0,0,0,0
ENSG00000235592.1,0,0,0,0,0,0,0
ENSG00000226985.7,1,2,4,13,1,4,1
ENSG00000197582.5,229,308,232,330,489,575,304
ENSG00000198759.12,38,36,180,172,125,102,19
ENSG00000233357.2,0,0,0,0,0,0,0
ENSG00000283493.1,0,0,0,0,0,0,0
ENSG00000199622.1,0,0,0,0,0,0,0
ENSG00000176896.8,100,148,244,179,200,209,218
ENSG00000123595.8,989,1360,1340,945,1703,2006,1198
ENSG00000196459.14,461,635,490,366,358,400,470
ENSG00000046651.15,897,1151,839,675,804,624,855
ENSG00000046653.15,7,12,66,126,64,97,374
ENSG00000233535.1,0,0,0,0,0,0,0
ENSG00000212663.2,0,0,0,0,0,1,0
ENSG00000046647.13,494,580,501,583,453,481,498
ENSG00000233247.3,41,87,126,125,115,129,63
ENSG00000101958.14,0,0,1,2,0,0,0
ENSG00000231066.3,2,3,3,1,2,2,8
ENSG00000181544.15,177,172,59,28,27,17,90
ENSG00000130150.12,1856,2506,1323,603,1637,1372,1703
ENSG00000235929.1,0,0,0,0,0,0,0
ENSG00000236929.2,0,0,0,1,0,0,0
ENSG00000102048.16,72,133,91,114,146,184,79
ENSG00000165192.14,1,0,0,0,2,0,0
ENSG00000165195.16,252,308,266,127,111,129,165
ENSG00000165197.5,6,10,76,54,335,418,32
ENSG00000087842.11,1033,1355,685,819,1484,1678,1544
ENSG00000102010.15,0,0,0,0,0,0,0
ENSG00000130234.11,0,0,0,0,0,0,0
ENSG00000285602.1,2,3,1,3,3,1,0
ENSG00000225833.1,0,0,0,0,0,0,0
ENSG00000147003.7,7,7,7,5,6,14,13
ENSG00000237539.1,0,0,0,0,0,0,0
ENSG00000186312.10,496,593,316,427,373,335,443
ENSG00000169239.13,385,547,518,339,335,358,425
ENSG00000279413.1,1,0,0,0,3,1,0
ENSG00000200620.1,0,0,0,0,0,0,0
ENSG00000281371.1,0,0,1,0,0,0,0
ENSG00000169249.13,577,649,458,658,482,475,586
ENSG00000182287.15,2882,3793,1631,939,1746,1833,2116
ENSG00000200566.1,0,0,0,0,0,0,0
ENSG00000226536.1,0,0,0,0,0,0,0
ENSG00000126010.6,13,13,13,12,9,3,6
ENSG00000238178.7,8,12,2,0,7,4,0
ENSG00000182798.10,2,1,0,1,0,1,2
ENSG00000215313.3,0,1,0,0,0,0,0
ENSG00000235071.1,0,0,1,0,0,0,0
ENSG00000239333.3,0,0,0,1,0,0,0
ENSG00000047230.15,998,1351,1166,1094,998,878,1249
ENSG00000265144.1,0,1,0,1,0,0,0
ENSG00000169906.5,0,0,0,0,1,0,0
ENSG00000169895.6,4339,5468,3472,3597,2266,2353,2673
ENSG00000238709.1,0,0,0,0,0,0,0
ENSG00000086712.13,1019,1268,1021,827,797,730,940
ENSG00000230180.1,0,0,0,0,0,1,0
ENSG00000102054.18,4639,6238,6451,7669,5881,6442,5523
ENSG00000222736.1,0,0,0,0,0,0,0
ENSG00000223498.1,0,0,0,0,0,0,0
ENSG00000199410.1,0,0,0,0,0,0,0
ENSG00000169891.18,227,461,1241,723,777,658,421
ENSG00000201467.1,0,0,0,0,0,0,0
ENSG00000214322.3,3,13,13,18,10,4,13
ENSG00000214321.3,0,0,2,1,1,0,0
ENSG00000238764.1,0,0,0,0,0,0,0
ENSG00000188158.16,206,233,304,274,53,31,106
ENSG00000265465.1,0,0,0,0,0,0,0
ENSG00000235834.1,0,0,2,0,0,0,0
ENSG00000230020.1,0,0,0,0,0,0,0
ENSG00000226153.1,0,0,0,0,0,0,0
ENSG00000047634.15,350,447,288,93,294,286,393
ENSG00000227873.1,0,0,0,0,0,0,0
ENSG00000131831.18,331,399,71,54,111,115,35
ENSG00000276467.1,0,0,0,0,0,0,0
ENSG00000225066.1,0,0,0,0,0,0,0
ENSG00000225882.1,3,5,0,1,3,0,3
ENSG00000177324.14,0,1,0,0,1,0,0
ENSG00000102098.19,247,351,525,298,476,473,326
ENSG00000235211.4,0,0,0,0,0,0,0
ENSG00000207025.1,0,0,0,0,0,0,0
ENSG00000008086.13,2687,3258,1571,870,980,753,559
ENSG00000236187.1,0,0,0,0,0,0,0
ENSG00000102104.9,4,0,0,1,2,0,0
ENSG00000086717.18,63,62,83,68,75,66,31
ENSG00000237221.1,0,0,0,0,0,0,0
ENSG00000196564.4,0,2,0,0,0,0,0
ENSG00000224224.1,0,0,0,1,0,0,0
ENSG00000237836.6,7,5,6,7,4,0,3
ENSG00000044446.12,1194,1435,1108,1052,818,692,877
ENSG00000266710.2,0,0,0,0,0,0,1
ENSG00000286724.1,41,44,45,32,29,24,33
ENSG00000173698.18,419,547,488,313,224,224,335
ENSG00000131828.14,2640,3311,1674,2082,3559,3769,1828
ENSG00000180815.14,9,18,12,9,12,8,14
ENSG00000202144.1,0,0,0,0,0,0,0
ENSG00000275800.1,0,0,0,0,0,0,0
ENSG00000147010.18,6826,8706,4440,5311,3835,3672,1625
ENSG00000173681.16,782,942,878,555,556,478,300
ENSG00000206663.1,0,0,1,0,0,0,0
ENSG00000184368.16,17,20,9,15,28,21,7
ENSG00000264566.3,0,0,0,0,0,0,0
ENSG00000173674.11,5213,6531,5814,4129,2728,2672,3751
ENSG00000201882.1,0,0,0,0,0,1,0
ENSG00000201592.1,5,1,3,0,1,0,0
ENSG00000225037.1,0,0,0,0,0,0,0
ENSG00000177189.14,3001,3624,6045,3031,3148,2499,1794
ENSG00000283631.1,0,0,0,0,0,0,0
ENSG00000283400.1,0,0,1,2,0,1,3
ENSG00000252978.1,0,0,0,0,0,0,0
ENSG00000283380.1,2,4,16,9,11,6,11
ENSG00000283546.1,0,0,0,0,0,0,0
ENSG00000206716.1,0,0,0,0,0,0,0
ENSG00000149970.16,359,520,879,633,1052,922,735
ENSG00000231913.1,0,0,0,0,0,0,0
ENSG00000185915.5,2,3,4,6,22,10,4
ENSG00000091482.8,17,26,8,7,66,82,13
ENSG00000012174.12,1442,1906,1968,1154,2101,1795,1294
ENSG00000275681.1,0,0,0,0,0,0,0
ENSG00000230797.3,75,91,149,67,149,128,94
ENSG00000206639.1,0,0,0,0,0,0,0
ENSG00000271286.1,0,0,1,0,0,0,0
ENSG00000102172.16,5376,6558,2108,1847,1750,1998,2148
ENSG00000102174.9,145,169,694,403,233,229,167
ENSG00000224204.1,1,0,7,7,9,9,2
ENSG00000233067.4,0,0,12,9,1,8,0
ENSG00000288546.1,0,0,10,1,1,0,0
ENSG00000175809.6,0,0,0,0,0,0,0
ENSG00000231846.1,0,0,0,0,0,0,0
ENSG00000224396.1,0,0,2,0,0,0,0
ENSG00000201095.1,0,0,0,0,0,0,0
ENSG00000231011.1,1,0,0,1,0,0,0
ENSG00000237019.1,0,0,0,0,0,0,0
ENSG00000184735.7,1,0,0,0,0,0,0
ENSG00000174028.6,314,435,460,492,234,210,327
ENSG00000228610.1,0,0,0,0,0,0,0
ENSG00000165186.12,11,25,523,328,35,23,90
ENSG00000226774.1,0,0,1,4,0,2,1
ENSG00000123131.13,6520,8723,7878,11108,7443,10660,7170
ENSG00000123130.17,1805,2389,1364,1462,1357,1323,1760
ENSG00000233785.1,0,1,1,0,1,0,3
ENSG00000202272.1,0,0,0,0,0,0,0
ENSG00000130066.16,2517,2987,1365,1618,2268,2712,1908
ENSG00000184831.14,634,699,252,197,353,408,316
ENSG00000238103.4,4,13,10,17,2,4,19
ENSG00000165182.12,1,1,4,0,2,3,5
ENSG00000174010.9,957,1182,1543,648,797,623,1411
ENSG00000130741.11,11807,15448,11375,8763,6942,6980,12231
ENSG00000201407.1,0,0,0,0,0,0,0
ENSG00000234230.1,0,3,3,4,2,4,1
ENSG00000005889.15,2013,2549,2791,1811,1781,1524,1812
ENSG00000223611.5,0,0,0,0,0,0,0
ENSG00000223731.2,0,0,0,0,0,0,0
ENSG00000225071.1,2,6,1,1,1,3,2
ENSG00000067992.16,852,1123,3872,2567,3055,2728,1950
ENSG00000214124.3,0,0,3,1,0,0,0
ENSG00000102230.14,534,823,753,934,593,567,802
ENSG00000226222.3,0,0,0,0,0,0,0
ENSG00000236836.1,0,0,0,0,0,0,0
ENSG00000236487.2,0,0,0,0,0,0,0
ENSG00000101868.12,1019,1318,1223,1204,778,649,1151
ENSG00000251869.1,0,0,0,0,0,0,0
ENSG00000232472.1,269,417,295,321,190,246,307
ENSG00000004848.8,0,0,0,2,0,0,1
ENSG00000214111.3,1,1,0,3,1,0,0
ENSG00000240439.3,0,0,0,0,0,0,0
ENSG00000176812.7,0,0,0,1,0,0,0
ENSG00000229310.1,0,0,0,0,0,0,0
ENSG00000228519.3,78,70,32,85,51,52,47
ENSG00000233403.1,0,0,0,0,0,0,0
ENSG00000176774.6,0,0,0,0,0,0,0
ENSG00000232446.1,0,0,0,0,0,0,0
ENSG00000232030.3,0,0,4,4,0,0,2
ENSG00000227511.1,0,0,0,0,0,0,0
ENSG00000176746.6,0,0,0,0,0,0,0
ENSG00000232644.1,0,0,0,0,0,0,0
ENSG00000188408.5,0,0,0,0,0,0,0
ENSG00000237171.1,0,0,0,0,0,0,0
ENSG00000228464.1,0,0,0,0,0,0,0
ENSG00000231388.1,0,0,0,0,0,0,0
ENSG00000259849.2,0,0,0,0,0,0,0
ENSG00000236160.1,0,0,0,0,0,1,0
ENSG00000216938.3,0,1,0,0,0,1,0
ENSG00000236683.3,2,1,4,0,0,0,0
ENSG00000252491.1,0,0,0,0,0,0,0
ENSG00000242021.2,0,0,1,1,0,0,0
ENSG00000228933.8,0,0,3,1,1,0,0
ENSG00000233807.1,0,0,0,0,0,0,0
ENSG00000252486.1,0,0,0,0,0,0,0
ENSG00000235642.1,0,0,0,0,0,0,0
ENSG00000224960.5,0,0,0,0,0,0,0
ENSG00000223391.2,0,0,0,0,0,0,0
ENSG00000238247.2,1,5,1,8,3,2,1
ENSG00000189186.10,0,0,0,0,0,0,0
ENSG00000177689.10,0,0,0,0,0,0,0
ENSG00000229731.1,0,0,0,0,0,0,0
ENSG00000226199.1,0,0,0,0,0,0,0
ENSG00000232834.1,0,0,0,0,0,0,0
ENSG00000228345.2,0,0,0,0,0,0,0
ENSG00000233243.1,0,0,0,0,0,0,0
ENSG00000224589.1,0,0,0,0,0,0,0
ENSG00000226372.4,0,0,0,0,0,0,0
ENSG00000277569.1,0,0,0,0,0,0,0
ENSG00000223742.1,0,0,0,0,0,0,1
ENSG00000169306.10,1,1,19,9,0,0,13
ENSG00000226436.1,0,0,1,4,1,0,1
ENSG00000201666.1,0,0,0,0,0,0,0
ENSG00000237994.1,0,0,0,0,0,0,0
ENSG00000201356.1,0,0,0,0,0,0,0
ENSG00000227393.1,0,0,0,0,0,0,0
ENSG00000264090.1,0,0,0,0,0,0,0
ENSG00000227592.1,0,0,0,0,0,0,0
ENSG00000270794.1,0,0,0,0,0,0,0
ENSG00000099399.6,0,0,0,0,0,0,0
ENSG00000198798.5,0,0,0,0,0,0,0
ENSG00000120289.12,0,0,0,0,0,0,0
ENSG00000214107.8,0,0,0,0,0,0,0
ENSG00000276940.1,0,0,0,0,0,0,0
ENSG00000169297.8,1,1,0,0,13,7,11
ENSG00000120280.6,0,0,0,0,0,0,0
ENSG00000178556.8,0,0,1,0,0,0,0
ENSG00000232368.1,10,12,20,11,18,24,16
ENSG00000198814.12,188,217,141,101,347,306,209
ENSG00000229331.1,0,1,0,0,0,0,0
ENSG00000241886.1,3,6,4,2,2,3,2
ENSG00000243055.1,0,0,0,0,0,0,0
ENSG00000277876.1,0,0,0,0,0,0,0
ENSG00000157625.15,1231,1632,946,645,1282,951,1416
ENSG00000231542.1,0,0,0,0,0,0,0
ENSG00000235512.1,0,0,0,0,0,0,0
ENSG00000132446.7,0,0,0,0,0,0,0
ENSG00000198947.16,11106,15099,2428,1067,1065,860,2682
ENSG00000252903.2,1,0,0,0,0,0,0
ENSG00000285900.1,0,0,0,0,0,0,0
ENSG00000222922.1,0,0,0,0,0,0,0
ENSG00000236285.1,0,0,0,0,0,0,0
ENSG00000263600.1,0,0,0,0,0,0,0
ENSG00000221348.1,0,0,0,0,0,0,0
ENSG00000236828.1,0,0,0,0,0,0,0
ENSG00000226781.1,102,132,63,136,100,141,100
ENSG00000215310.2,0,0,0,0,0,0,0
ENSG00000287700.1,0,0,0,0,0,0,0
ENSG00000233928.6,0,0,0,0,0,0,1
ENSG00000185448.10,0,0,0,0,0,0,0
ENSG00000185638.9,0,0,0,0,0,0,0
ENSG00000233571.1,0,0,0,0,0,0,0
ENSG00000236072.1,0,0,0,0,0,0,0
ENSG00000271136.1,0,0,0,0,0,0,0
ENSG00000147027.4,2096,2299,5281,2579,489,379,1579
ENSG00000225384.1,0,0,0,0,0,0,0
ENSG00000273704.1,0,0,0,0,0,0,0
ENSG00000189132.6,0,0,0,0,0,0,0
ENSG00000229347.1,0,0,0,0,0,0,0
ENSG00000252411.1,0,0,0,0,0,0,0
ENSG00000230227.4,0,0,0,0,0,0,0
ENSG00000233663.1,0,0,0,0,0,0,0
ENSG00000271088.1,0,0,0,0,0,0,0
ENSG00000233880.1,0,0,0,0,0,0,0
ENSG00000189023.10,0,0,0,0,0,0,0
ENSG00000271519.1,0,0,0,0,0,0,0
ENSG00000165164.14,11,24,2,3,13,5,15
ENSG00000206733.1,0,0,0,0,0,0,0
ENSG00000229384.2,0,0,0,0,0,0,0
ENSG00000226484.2,1,0,0,0,0,0,0
ENSG00000233921.2,0,0,0,0,0,0,0
ENSG00000286475.1,8,4,0,1,0,0,0
ENSG00000249467.1,0,0,0,0,0,0,0
ENSG00000275314.1,0,0,0,0,0,0,0
ENSG00000235510.1,0,1,0,0,0,0,2
ENSG00000223723.1,21,27,7,5,3,1,11
ENSG00000231069.1,6,5,0,0,0,1,4
ENSG00000198173.5,0,0,0,2,0,0,1
ENSG00000243048.3,0,0,0,0,0,0,0
ENSG00000214071.4,0,0,0,0,0,0,0
ENSG00000233810.1,0,0,0,0,0,0,0
ENSG00000130962.18,1650,2181,2219,1117,1230,971,1242
ENSG00000250349.3,0,0,0,0,0,0,0
ENSG00000241607.1,0,0,0,0,0,0,0
ENSG00000219186.2,0,0,1,1,2,4,3
ENSG00000234355.3,0,0,0,0,0,0,1
ENSG00000174678.9,1,0,1,0,0,0,0
ENSG00000147036.12,124,141,59,30,72,50,103
ENSG00000047597.7,37,50,30,34,31,33,48
ENSG00000285944.2,0,0,0,1,0,0,0
ENSG00000165168.8,2,1,2,1,2,1,7
ENSG00000165169.11,1766,2211,698,234,533,512,704
ENSG00000206983.1,0,0,0,0,0,0,0
ENSG00000259977.1,24,33,2,0,1,0,0
ENSG00000224339.1,1,0,0,0,0,0,0
ENSG00000187516.7,0,0,0,0,0,0,0
ENSG00000229674.2,0,0,0,0,0,0,0
ENSG00000147041.12,615,663,30,30,3,2,3
ENSG00000221466.2,0,0,0,0,0,0,0
ENSG00000101955.15,5406,6633,4264,4422,3437,3661,1736
ENSG00000226679.1,0,5,0,2,2,0,2
ENSG00000156313.15,365,429,306,232,178,169,93
ENSG00000252050.1,0,3,0,0,0,0,0
ENSG00000036473.8,0,0,0,0,0,0,0
ENSG00000227988.1,0,0,0,0,0,0,0
ENSG00000232370.1,0,0,0,0,0,0,0
ENSG00000229735.1,0,0,0,0,0,0,0
ENSG00000233007.1,0,0,0,0,0,0,0
ENSG00000156298.13,0,9,0,0,3,8,14
ENSG00000238606.1,0,0,0,0,0,0,0
ENSG00000235806.1,0,0,0,0,0,0,0
ENSG00000287729.1,7,11,2,11,1,0,5
ENSG00000165175.15,2948,3749,1272,1276,758,779,1705
ENSG00000238123.1,7,3,2,3,2,0,1
ENSG00000207122.1,0,0,0,0,0,0,0
ENSG00000224610.1,0,0,0,0,0,0,0
ENSG00000235304.2,0,0,0,0,0,0,0
ENSG00000236747.3,0,0,0,0,0,0,0
ENSG00000234191.1,0,0,0,0,0,0,0
ENSG00000263730.1,0,0,0,0,0,0,0
ENSG00000264618.2,0,0,0,0,0,0,0
ENSG00000228232.1,78,126,51,100,92,100,115
ENSG00000270759.1,0,0,0,0,0,0,0
ENSG00000261435.1,0,0,0,0,0,0,0
ENSG00000263972.1,0,0,0,0,0,0,0
ENSG00000214047.4,0,0,1,0,0,0,0
ENSG00000285709.1,0,0,0,0,0,0,0
ENSG00000223486.1,2,0,0,0,0,0,0
ENSG00000183337.17,820,1112,1256,1122,537,405,811
ENSG00000236393.2,2,2,0,0,0,0,0
ENSG00000214045.3,0,0,0,0,1,0,1
ENSG00000206677.2,0,0,0,0,0,0,0
ENSG00000235685.2,0,0,0,0,0,0,0
ENSG00000238730.1,0,0,0,0,0,0,0
ENSG00000182220.15,9223,11458,13850,10004,7804,8776,7941
ENSG00000287098.1,0,0,0,0,0,0,0
ENSG00000238205.3,1,0,0,1,0,1,1
ENSG00000185753.13,972,1253,707,557,593,579,710
ENSG00000180182.11,3896,4730,1438,789,1085,799,1865
ENSG00000234636.2,23,24,19,12,13,13,17
ENSG00000270791.1,0,0,0,0,1,1,0
ENSG00000214031.2,0,0,0,0,0,0,0
ENSG00000237661.1,0,0,0,0,0,0,0
ENSG00000238222.3,2,0,0,1,1,0,1
ENSG00000232801.1,6,1,6,6,7,8,8
ENSG00000189145.7,0,0,0,0,0,0,0
ENSG00000216866.5,61,61,68,109,25,27,39
ENSG00000287549.1,0,3,2,2,2,1,0
ENSG00000237931.1,1,4,9,6,6,3,0
ENSG00000124486.13,11679,15387,15113,9686,10031,7367,9184
ENSG00000223714.1,2,6,3,1,3,5,7
ENSG00000199564.1,0,0,0,0,0,0,0
ENSG00000238426.1,0,0,0,0,0,0,0
ENSG00000226641.1,0,0,1,0,0,0,0
ENSG00000215301.11,13540,16937,20987,15085,11818,9809,12918
ENSG00000264573.2,0,0,0,0,0,0,0
ENSG00000188937.6,0,1,0,0,0,0,1
ENSG00000225238.1,0,0,0,0,0,0,0
ENSG00000147044.22,3999,5379,6748,5198,3879,3125,4069
ENSG00000233033.1,0,0,0,0,0,0,0
ENSG00000212207.1,0,1,0,0,1,1,1
ENSG00000217624.2,32,26,31,23,28,20,11
ENSG00000242559.3,0,2,0,0,0,0,0
ENSG00000171659.15,0,0,0,0,0,0,3
ENSG00000171657.6,1,0,2,0,1,0,0
ENSG00000229822.2,0,0,0,0,0,0,0
ENSG00000237875.1,0,0,0,0,0,1,0
ENSG00000251807.1,0,0,0,0,0,0,0
ENSG00000233103.1,0,0,0,0,0,0,0
ENSG00000228847.1,3,0,0,4,0,2,0
ENSG00000212560.1,0,0,0,0,0,0,0
ENSG00000228780.2,4,0,0,0,0,0,0
ENSG00000206896.1,0,2,0,0,0,0,0
ENSG00000231772.5,0,0,0,0,1,0,0
ENSG00000283737.1,0,0,0,0,0,0,0
ENSG00000287223.1,0,6,2,0,1,2,3
ENSG00000102055.7,0,0,0,0,0,0,0
ENSG00000270280.1,0,0,0,0,0,0,0
ENSG00000224294.1,1,2,1,0,1,1,1
ENSG00000237206.1,0,0,0,0,0,0,0
ENSG00000285899.1,0,0,0,0,0,0,0
ENSG00000231750.3,0,0,0,0,0,0,0
ENSG00000189221.10,47,66,113,127,205,242,1251
ENSG00000069535.14,18,19,48,116,378,420,331
ENSG00000124479.11,8,12,15,12,43,76,22
ENSG00000236276.2,0,0,0,0,0,0,0
ENSG00000214019.2,4,10,3,13,13,6,9
ENSG00000183690.13,18,8,7,5,43,38,12
ENSG00000198414.5,0,0,0,0,0,0,0
ENSG00000214018.3,4,2,1,4,6,8,6
ENSG00000200702.1,0,0,0,0,0,0,0
ENSG00000224054.1,0,0,0,0,0,0,0
ENSG00000215035.2,0,1,0,0,1,0,0
ENSG00000069509.6,287,380,519,413,280,379,464
ENSG00000233543.1,1,0,0,0,0,1,0
ENSG00000229168.4,0,0,0,0,0,0,0
ENSG00000214016.3,6,4,4,2,0,1,1
ENSG00000242065.3,0,0,0,0,0,0,0
ENSG00000189037.8,0,0,0,0,0,0,0
ENSG00000147050.16,550,769,1141,585,1017,869,1234
ENSG00000147113.17,1,0,0,0,0,0,0
ENSG00000229491.5,0,2,1,0,2,0,0
ENSG00000237782.3,0,0,0,0,0,0,0
ENSG00000229563.7,9,11,28,12,5,8,1
ENSG00000214282.3,0,0,0,0,0,0,0
ENSG00000204915.3,0,0,0,0,0,0,0
ENSG00000270069.1,211,205,336,179,552,644,319
ENSG00000207870.1,12,19,15,12,28,34,9
ENSG00000207725.3,2,2,4,2,7,5,3
ENSG00000269902.1,8,7,11,1,7,0,2
ENSG00000231566.2,4,2,3,6,3,9,3
ENSG00000212347.2,0,0,0,0,0,0,0
ENSG00000215286.3,0,0,0,0,0,0,0
ENSG00000234613.1,0,0,0,0,0,0,0
ENSG00000224701.1,0,0,0,0,0,0,0
ENSG00000213100.2,0,0,0,0,0,0,0
ENSG00000214009.2,0,0,0,0,0,0,0
ENSG00000278838.1,0,0,0,0,0,0,0
ENSG00000236751.2,8,6,1,0,1,1,0
ENSG00000229145.1,0,0,0,0,0,0,2
ENSG00000286306.1,0,0,0,0,0,0,0
ENSG00000231235.1,1,0,0,2,3,0,0
ENSG00000235587.2,13,23,9,25,22,20,22
ENSG00000147121.16,377,433,367,310,380,345,384
ENSG00000224072.1,0,1,0,0,1,0,0
ENSG00000251192.7,175,230,133,90,71,77,128
ENSG00000199226.1,0,3,1,0,0,1,0
ENSG00000230844.3,129,139,98,49,94,90,124
ENSG00000277721.1,0,0,0,0,0,0,0
ENSG00000270499.1,0,0,0,0,0,0,0
ENSG00000147119.4,185,255,171,283,95,113,97
ENSG00000065923.10,1059,1271,1800,1428,520,413,925
ENSG00000213997.3,1,1,1,3,0,1,0
ENSG00000226048.1,0,0,0,0,0,0,0
ENSG00000215284.2,2,6,1,3,2,5,2
ENSG00000102218.6,748,914,1421,627,504,474,548
ENSG00000204904.7,0,0,0,0,2,0,0
ENSG00000102221.14,179,250,228,226,137,103,317
ENSG00000130988.13,6,5,1,3,0,0,15
ENSG00000206685.1,0,0,1,0,0,0,0
ENSG00000201659.1,0,1,3,0,2,0,0
ENSG00000147123.11,1119,1559,1061,1806,1177,1505,1294
ENSG00000182872.16,1891,2417,1260,2058,1202,1074,1707
ENSG00000237351.1,0,0,0,1,0,0,0
ENSG00000130985.17,13480,17452,11592,14212,11395,9904,13183
ENSG00000224975.1,50,41,53,71,34,20,44
ENSG00000102225.16,5676,7514,5117,6793,3935,3754,5899
ENSG00000102226.10,3732,5165,3845,5190,3242,2922,5459
ENSG00000237623.1,0,0,0,0,0,0,0
ENSG00000266158.2,0,0,0,0,0,0,0
ENSG00000203402.2,0,0,0,0,0,0,0
ENSG00000147117.8,4,3,3,4,3,8,3
ENSG00000221459.1,0,0,0,0,0,0,0
ENSG00000232009.1,0,0,0,0,0,0,0
ENSG00000226556.2,0,0,0,0,0,0,0
ENSG00000147124.12,382,485,405,352,274,206,290
ENSG00000277605.1,2,0,0,0,0,0,0
ENSG00000196741.5,20,34,69,39,35,29,41
ENSG00000235636.1,30,63,27,31,16,17,36
ENSG00000078061.13,1110,1395,1766,2067,1044,1096,1687
ENSG00000008056.14,57,68,42,27,16,22,69
ENSG00000283743.2,0,0,0,0,0,0,0
ENSG00000102265.12,16011,20181,36765,49117,31133,39465,17497
ENSG00000263858.1,0,0,0,0,0,0,0
ENSG00000126759.14,2,4,3,2,1,2,0
ENSG00000126767.18,836,1119,1388,1043,988,915,1093
ENSG00000126756.12,825,1088,920,1247,780,994,914
ENSG00000267064.2,9,20,23,2,14,15,8
ENSG00000187893.10,0,0,0,0,0,0,0
ENSG00000224656.1,0,0,0,0,0,0,0
ENSG00000229968.1,0,0,0,0,0,0,0
ENSG00000188459.4,14,17,21,26,9,2,10
ENSG00000197779.14,440,618,570,354,343,205,352
ENSG00000224401.2,2,0,0,0,0,0,0
ENSG00000147118.12,186,226,186,181,192,193,199
ENSG00000221994.12,59,108,40,37,66,51,76
ENSG00000171489.10,0,0,0,0,0,0,0
ENSG00000277541.1,0,0,0,0,0,0,0
ENSG00000287757.1,9,3,1,4,0,6,7
ENSG00000171483.13,0,0,0,0,0,0,0
ENSG00000171478.7,0,0,0,0,0,0,0
ENSG00000230241.1,0,0,0,0,0,0,0
ENSG00000233139.1,0,0,0,0,0,0,0
ENSG00000201517.1,0,0,0,0,0,0,0
ENSG00000225198.1,0,0,0,0,0,0,0
ENSG00000238032.1,0,0,0,0,0,0,0
ENSG00000165583.14,0,0,0,0,0,0,0
ENSG00000234780.1,0,0,0,0,0,0,0
ENSG00000252856.1,0,0,0,0,0,0,0
ENSG00000204368.6,0,0,0,0,0,0,0
ENSG00000231568.1,0,0,0,0,0,0,0
ENSG00000229662.2,0,0,0,0,0,0,0
ENSG00000126752.7,0,0,0,0,0,0,0
ENSG00000232813.1,0,0,0,0,0,0,0
ENSG00000241207.1,0,0,0,0,0,0,0
ENSG00000237345.1,0,0,0,0,0,0,0
ENSG00000204648.11,0,0,0,0,0,0,0
ENSG00000234391.1,0,0,0,0,0,0,0
ENSG00000227302.1,0,0,0,0,0,0,0
ENSG00000230100.1,0,0,0,0,0,0,0
ENSG00000270747.1,0,0,0,0,0,0,0
ENSG00000165584.16,0,0,0,0,0,0,0
ENSG00000225055.1,0,0,0,0,0,0,0
ENSG00000234448.1,0,0,0,0,0,0,0
ENSG00000268009.6,0,0,0,0,0,0,0
ENSG00000269791.5,0,0,0,0,0,0,0
ENSG00000231603.1,0,0,0,0,0,0,0
ENSG00000231489.1,0,0,0,0,0,0,0
ENSG00000235350.1,0,0,0,0,0,0,0
ENSG00000226971.1,4,4,3,3,5,6,4
ENSG00000017483.15,424,402,98,132,63,83,201
ENSG00000068438.15,1826,2279,956,1076,658,810,1179
ENSG00000224292.1,0,3,1,2,0,2,0
ENSG00000102312.23,263,358,200,188,120,176,232
ENSG00000147155.11,250,361,68,205,203,334,307
ENSG00000286268.1,0,0,2,0,0,1,0
ENSG00000276823.1,0,0,0,0,2,0,0
ENSG00000068354.16,428,514,391,452,358,362,450
ENSG00000204620.3,5,7,21,17,10,8,13
ENSG00000102317.18,8896,11521,4611,4944,2428,2364,4271
ENSG00000228343.1,0,0,0,0,0,0,0
ENSG00000279528.1,0,0,0,0,0,0,0
ENSG00000220125.1,0,0,0,0,0,0,0
ENSG00000101940.18,1266,1752,1458,2203,1187,1157,1423
ENSG00000231725.1,0,1,0,0,0,0,0
ENSG00000015285.11,4,14,4,7,0,0,6
